"UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_6_7","BP1_6_8","BP1_6_9","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_8_6","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_1","BP2_4_2","BP2_4_3","BP2_4_4","BP2_4_5","BP2_4_6","BP2_4_7","BP2_4_8","BP2_4_9","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_99","BP3_2","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0903365
","02
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","5
","1
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","2
","1
","2
","2
","2
","1
","2
","1
","3
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","2
","1
","2
","1
","1
","
","
","1
","
","1
","1
","
","
","1
","
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","3351
","U
","2
","11060
","0100
"
"0903365
","03
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","5
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","2
","2
","2
","2
","1
","2
","1
","1
","1
","1
","3
","1
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","3
","2
","1
","1
","1
","1
","
","
","4
","2
","1
","1
","
","
","3
","1
","1
","1
","1
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1117
","U
","2
","11060
","0100
"
"0903365
","04
","03
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","5
","2
","1
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","3
","3
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","3
","2
","1
","1
","1
","1
","
","
","2
","2
","2
","2
","
","
","3
","1
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","3351
","U
","2
","11060
","0100
"
"0903365
","05
","06
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","5
","2
","1
","3
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","1
","3
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","2
","3
","2
","2
","2
","
","3
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","3
","7819
","U
","2
","11060
","0100
"
"0903398
","01
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","5
","2
","1
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","1
","1
","1
","1
","2
","1
","1
","2
","1
","3
","0
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","3
","2
","2
","1
","1
","1
","
","
","
","4
","4
","4
","
","
","
","4
","4
","4
","1
","1
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","0
","0
","0
","2
","6750
","U
","2
","11070
","0100
"
"0903398
","02
","08
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","1
","1
","-
","5
","2
","1
","3
","2
","1
","2
","1
","2
","2
","2
","2
","2
","1
","4
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","2
","3
","3
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","2
","1
","1
","1
","1
","
","
","2
","3
","2
","2
","
","
","2
","3
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","4
","2250
","U
","2
","11070
","0100
"
"0903398
","03
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","5
","2
","1
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","2
","1
","1
","2
","1
","1
","2
","2
","1
","1
","1
","2
","3
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","4
","4
","1
","1
","1
","
","4
","4
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","2250
","U
","2
","11070
","0100
"
"0903398
","04
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","5
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","2
","1
","3
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","2
","2
","2
","2
","2
","
","2
","2
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","3
","2250
","U
","2
","11070
","0100
"
"0903398
","05
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","5
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","2
","2
","1
","2
","2
","2
","2
","2
","3
","3
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","2
","4
","2
","1
","1
","
","3
","4
","3
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","3
","1125
","U
","2
","11070
","0100
"
"0903404
","03
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","2
","2
","1
","3
","1
","3
","1
","1
","1
","2
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","3
","3
","3
","3
","3
","
","1
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","2875
","U
","4
","11080
","0120
"
"0903404
","04
","03
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","2
","1
","1
","1
","1
","3
","1
","1
","1
","2
","2
","2
","2
","1
","3
","1
","2
","1
","2
","2
","2
","2
","2
","1
","2
","2
","3
","3
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","2
","1
","9
","2
","2
","
","2
","1
","9
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","1
","1
","0
","0
","0
","0
","2
","4313
","U
","4
","11080
","0120
"
"0903437
","01
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","3
","2
","1
","3
","2
","3
","1
","1
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1
","1
","2
","1
","1
","
","3
","3
","
","2
","2
","
","3
","3
","
","1
","1
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","3
","2483
","U
","3
","11090
","0110
"
"0903437
","02
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","3
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","1
","2
","2
","3
","2
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","3
","2
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","3
","1
","1
","2
","1
","1
","
","4
","3
","
","2
","1
","
","3
","3
","
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","4965
","U
","3
","11090
","0110
"
"0903437
","03
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","3
","1
","1
","1
","2
","1
","9
","1
","2
","2
","3
","1
","2
","2
","1
","1
","2
","1
","2
","1
","2
","2
","1
","1
","2
","2
","3
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","2
","
","2
","1
","1
","1
","
","
","2
","1
","2
","1
","
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","3
","2483
","U
","3
","11090
","0110
"
"0903437
","04
","05
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","3
","1
","1
","3
","9
","3
","9
","9
","1
","1
","1
","1
","1
","9
","9
","9
","2
","9
","9
","2
","2
","2
","2
","2
","9
","9
","3
","2
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","9
","9
","9
","9
","9
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","9
","6206
","U
","3
","11090
","0110
"
"0903437
","05
","04
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","3
","2
","1
","1
","2
","3
","9
","1
","2
","2
","2
","1
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","3
","2
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","3
","1
","1
","2
","1
","1
","
","3
","3
","
","3
","3
","
","2
","2
","
","2
","1
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","1
","1
","1
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","4965
","U
","3
","11090
","0110
"
"0903466
","01
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","2
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","1
","3
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","3
","2
","1
","1
","1
","2
","
","
","3
","1
","1
","
","
","
","3
","2
","1
","
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","4
","1234
","U
","2
","11100
","0100
"
"0903466
","02
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","2
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","3
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","2
","1
","3
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","3
","2
","1
","1
","1
","1
","
","
","4
","4
","4
","4
","
","
","9
","9
","4
","9
","1
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","7403
","U
","2
","11100
","0100
"
"0903466
","03
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","2
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","2
","1
","2
","2
","1
","2
","2
","1
","1
","1
","1
","3
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","2
","2
","1
","1
","1
","
","
","
","1
","1
","1
","
","
","
","1
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","3702
","U
","2
","11100
","0100
"
"0903466
","04
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","2
","2
","1
","3
","2
","3
","2
","1
","2
","2
","2
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","2
","3
","3
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","2
","1
","1
","1
","2
","
","
","2
","3
","1
","
","
","
","3
","2
","1
","
","1
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","2
","4936
","U
","2
","11100
","0100
"
"0903466
","05
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","2
","2
","1
","1
","1
","3
","1
","1
","1
","1
","3
","1
","1
","1
","1
","2
","1
","2
","2
","2
","1
","2
","2
","1
","1
","1
","2
","3
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","2
","1
","1
","1
","1
","
","
","2
","2
","1
","1
","
","
","1
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","2
","2468
","U
","2
","11100
","0100
"
"0903489
","01
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","1
","3
","1
","3
","1
","1
","3
","3
","3
","1
","1
","3
","3
","2
","1
","1
","2
","1
","1
","2
","2
","2
","2
","2
","3
","3
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","4
","2
","1
","1
","2
","
","4
","2
","1
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1228
","U
","3
","11110
","0110
"
"0903489
","02
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","1
","1
","1
","2
","3
","2
","1
","2
","2
","2
","3
","1
","3
","4
","1
","1
","2
","1
","1
","1
","1
","2
","1
","2
","2
","3
","3
","1
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","3
","2
","1
","1
","1
","1
","
","
","3
","4
","1
","1
","
","
","3
","4
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","4
","1228
","U
","3
","11110
","0110
"
"0903489
","03
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","2
","3
","2
","1
","1
","1
","2
","2
","2
","2
","3
","1
","1
","1
","2
","1
","1
","2
","2
","2
","2
","2
","3
","3
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","2
","2
","1
","1
","2
","
","
","
","3
","2
","
","
","
","
","3
","2
","
","1
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","3
","3683
","U
","3
","11110
","0110
"
"0903489
","04
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","1
","3
","1
","3
","1
","1
","1
","1
","2
","1
","1
","3
","3
","2
","1
","1
","2
","1
","1
","2
","2
","2
","1
","2
","3
","3
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","1
","1
","2
","1
","2
","
","3
","2
","
","2
","
","
","4
","2
","
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","2
","3683
","U
","3
","11110
","0110
"
"0903540
","01
","04
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","1
","1
","3
","2
","2
","1
","1
","2
","2
","2
","1
","1
","1
","1
","2
","2
","1
","2
","2
","2
","2
","2
","1
","1
","1
","1
","3
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","2
","1
","2
","2
","2
","
","
","3
","
","
","
","
","
","2
","
","
","
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","3
","6290
","U
","3
","11120
","0110
"
"0903540
","02
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","2
","3
","3
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","1
","0
","0
","0
","3
","2
","1
","2
","1
","1
","
","
","4
","
","3
","1
","
","
","3
","
","2
","1
","1
","0
","0
","1
","0
","0
","1
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","4718
","U
","3
","11120
","0110
"
"0903540
","03
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","1
","3
","1
","1
","1
","1
","1
","3
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","3
","3
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","2
","2
","1
","2
","2
","
","
","
","1
","
","
","
","
","
","1
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","3145
","U
","3
","11120
","0110
"
"0903540
","04
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","2
","2
","3
","2
","3
","2
","1
","2
","2
","2
","2
","2
","2
","3
","2
","2
","1
","2
","1
","1
","2
","1
","1
","1
","1
","3
","3
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","2
","2
","1
","1
","1
","
","
","
","9
","1
","1
","
","
","
","9
","9
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","3145
","U
","3
","11120
","0110
"
"0903540
","05
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","1
","1
","1
","1
","1
","3
","1
","1
","3
","3
","1
","3
","3
","1
","3
","2
","1
","2
","2
","2
","1
","2
","2
","2
","2
","3
","2
","3
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","1
","9
","1
","1
","1
","
","2
","3
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","4718
","U
","3
","11120
","0110
"
"0903601
","01
","01
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","1
","1
","3
","1
","3
","1
","1
","1
","1
","2
","2
","2
","9
","3
","1
","1
","2
","1
","2
","1
","2
","2
","2
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1
","1
","2
","1
","1
","
","2
","2
","
","1
","1
","
","3
","3
","
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","1
","1346
","U
","3
","11130
","0110
"
"0903601
","02
","02
","09
","Ciudad de Mexico
","005
","Gustavo A. Madero
","0001
","74
","0120
","01
","0
","0
","-
","4
","1
","1
","1
","2
","3
","1
","1
","2
","2
","2
","1
","1
","1
","2
","1
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","1
","1
","
","1
","2
","3
","1
","1
","
","2
","2
","3
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","4037
","U
","3
","11130
","0110
"
