"UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_6_7","BP1_6_8","BP1_6_9","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_8_6","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_1","BP2_4_2","BP2_4_3","BP2_4_4","BP2_4_5","BP2_4_6","BP2_4_7","BP2_4_8","BP2_4_9","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_99","BP3_2","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"2604175
","02
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","5
","1
","1
","1
","2
","3
","1
","1
","2
","2
","3
","1
","1
","1
","3
","2
","1
","2
","2
","2
","1
","2
","2
","2
","2
","2
","1
","3
","1
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","2
","2
","2
","1
","1
","3
","3
","2
","2
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","742
","U
","4
","44550
","2490
"
"2604175
","03
","05
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","2
","2
","-
","5
","1
","1
","1
","1
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","3
","0
","1
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","2
","2
","1
","1
","1
","2
","2
","2
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","1
","1
","1
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","3
","494
","U
","4
","44550
","2490
"
"2604175
","04
","07
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","1
","2
","-
","5
","1
","1
","1
","2
","3
","2
","2
","2
","2
","3
","2
","1
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","1
","3
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","2
","1
","2
","1
","2
","3
","
","2
","
","2
","
","2
","
","3
","
","3
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","4
","494
","U
","4
","44550
","2490
"
"2604175
","05
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","5
","2
","1
","1
","2
","3
","2
","2
","2
","2
","3
","2
","2
","2
","1
","1
","1
","2
","2
","2
","2
","2
","2
","1
","1
","1
","2
","3
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","3
","3
","3
","4
","3
","3
","3
","3
","3
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","0
","1
","1
","0
","1
","1
","1
","0
","0
","0
","0
","4
","494
","U
","4
","44550
","2490
"
"2604181
","01
","05
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","5
","1
","1
","1
","1
","3
","1
","1
","2
","2
","1
","1
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","2
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","1
","1
","1
","4
","2
","2
","1
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","3
","936
","U
","2
","44560
","2470
"
"2604181
","02
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","5
","1
","1
","3
","2
","3
","2
","2
","2
","2
","1
","1
","1
","3
","4
","1
","1
","1
","2
","1
","1
","2
","2
","2
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","2
","2
","2
","2
","1
","2
","3
","2
","2
","1
","1
","1
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","1
","1
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","3
","312
","U
","2
","44560
","2470
"
"2604181
","03
","05
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","5
","1
","1
","1
","2
","3
","1
","1
","1
","1
","1
","1
","2
","3
","4
","2
","1
","2
","2
","2
","1
","2
","2
","2
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","4
","3
","3
","2
","1
","1
","4
","3
","3
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","4
","1560
","U
","2
","44560
","2470
"
"2604181
","04
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","1
","1
","-
","5
","1
","1
","3
","2
","3
","1
","1
","1
","2
","1
","1
","2
","3
","4
","1
","1
","2
","2
","1
","1
","1
","1
","2
","2
","2
","2
","3
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","3
","3
","3
","2
","2
","
","4
","3
","3
","2
","2
","
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","2
","312
","U
","2
","44560
","2470
"
"2604181
","05
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","5
","2
","1
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","3
","4
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","3
","2
","2
","2
","2
","
","3
","2
","2
","2
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","3
","624
","U
","2
","44560
","2470
"
"2604195
","01
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","1
","-
","4
","1
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","2
","3
","2
","3
","1
","3
","2
","3
","1
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","708
","U
","2
","44570
","2470
"
"2604195
","02
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","1
","1
","1
","1
","3
","1
","1
","1
","1
","3
","1
","1
","1
","2
","2
","2
","2
","2
","1
","2
","2
","1
","2
","2
","2
","2
","2
","1
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","3
","3
","1
","1
","1
","
","3
","3
","2
","1
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","4
","708
","U
","2
","44570
","2470
"
"2604195
","03
","03
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","1
","1
","3
","2
","2
","2
","1
","2
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","1
","0
","0
","1
","1
","1
","0
","0
","0
","0
","0
","0
","3
","1415
","U
","2
","44570
","2470
"
"2604195
","04
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","2
","1
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","2
","1
","2
","3
","3
","2
","
","2
","
","3
","3
","2
","
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","3
","708
","U
","2
","44570
","2470
"
"2604195
","05
","05
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","1
","1
","-
","4
","1
","1
","3
","2
","3
","1
","1
","1
","1
","1
","2
","1
","1
","3
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","2
","2
","2
","1
","2
","
","
","
","
","2
","
","
","
","
","
","2
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","1
","0
","0
","0
","1
","1
","0
","1
","0
","0
","0
","3
","708
","U
","2
","44570
","2470
"
"2604201
","01
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","3
","4
","2
","1
","2
","2
","1
","1
","2
","1
","1
","2
","2
","1
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","4
","4
","4
","1
","1
","1
","4
","4
","4
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","1
","1
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","4
","1342
","U
","2
","44580
","2470
"
"2604201
","03
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","1
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","3
","3
","2
","1
","2
","2
","1
","1
","2
","2
","2
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","1
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","3
","537
","U
","2
","44580
","2470
"
"2604201
","04
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","1
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","3
","3
","1
","1
","2
","1
","1
","1
","2
","2
","2
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","4
","3
","2
","1
","1
","1
","3
","2
","2
","1
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","2
","268
","U
","2
","44580
","2470
"
"2604201
","05
","04
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","3
","2
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","1
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","4
","1073
","U
","2
","44580
","2470
"
"2604212
","01
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","2
","1
","1
","2
","3
","1
","1
","1
","1
","1
","2
","2
","3
","1
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","3
","2
","0
","1
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","3
","2
","2
","2
","2
","1
","3
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","2
","389
","U
","2
","44590
","2470
"
"2604212
","02
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","2
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","1
","1
","2
","2
","2
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","3
","2
","2
","2
","2
","
","2
","2
","2
","2
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","2
","389
","U
","2
","44590
","2470
"
"2604212
","03
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","1
","2
","2
","2
","3
","2
","2
","2
","2
","2
","1
","2
","3
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","1
","2
","3
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","4
","4
","3
","1
","1
","1
","4
","4
","3
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","4
","778
","U
","2
","44590
","2470
"
"2604212
","04
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","1
","-
","4
","2
","1
","1
","2
","3
","2
","2
","2
","2
","3
","1
","1
","2
","4
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","2
","1
","2
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","4
","4
","4
","2
","1
","1
","4
","4
","4
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","1
","1
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","4
","778
","U
","2
","44590
","2470
"
"2604212
","05
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","2
","1
","1
","2
","2
","2
","2
","2
","1
","2
","1
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","2
","2
","2
","3
","3
","3
","2
","2
","2
","1
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","1
","1
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","3
","1946
","U
","2
","44590
","2470
"
"2604220
","01
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","2
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","2
","3
","4
","2
","2
","2
","2
","1
","1
","2
","2
","2
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","3
","3
","2
","1
","1
","
","3
","2
","2
","1
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","4
","1224
","U
","2
","44600
","2470
"
"2604220
","02
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","2
","2
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","4
","2
","1
","1
","2
","1
","1
","2
","2
","1
","1
","2
","3
","2
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","2
","2
","1
","1
","3
","3
","2
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","3
","490
","U
","2
","44600
","2470
"
"2604220
","03
","04
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","2
","-
","4
","1
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","2
","1
","2
","2
","2
","2
","2
","1
","2
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","2
","2
","2
","2
","4
","3
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","4
","734
","U
","2
","44600
","2470
"
"2604220
","04
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","4
","2
","2
","1
","2
","3
","1
","1
","2
","2
","2
","1
","2
","3
","3
","1
","1
","1
","2
","1
","1
","2
","2
","2
","1
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","3
","3
","3
","3
","2
","
","2
","2
","2
","2
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","3
","245
","U
","2
","44600
","2470
"
"2604225
","01
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","3
","2
","2
","1
","2
","3
","1
","1
","2
","2
","2
","2
","1
","1
","4
","2
","1
","2
","2
","1
","1
","2
","2
","2
","1
","2
","2
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","3
","3
","2
","2
","2
","
","2
","2
","2
","2
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","0
","1
","0
","0
","0
","1
","1
","0
","1
","0
","0
","0
","3
","515
","U
","2
","44610
","2470
"
"2604225
","02
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","3
","1
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","2
","1
","1
","2
","2
","1
","1
","1
","1
","2
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","2
","2
","2
","2
","3
","3
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","1
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","4
","1031
","U
","2
","44610
","2470
"
"2604225
","03
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","3
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","2
","2
","2
","1
","2
","1
","1
","1
","2
","2
","3
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","4
","3
","3
","2
","2
","
","4
","3
","3
","2
","2
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","2
","258
","U
","2
","44610
","2470
"
"2604225
","04
","02
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","3
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","2
","1
","1
","2
","4
","2
","
","2
","2
","
","3
","2
","
","2
","2
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","4
","515
","U
","2
","44610
","2470
"
"2604225
","05
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","3
","2
","2
","2
","2
","3
","2
","2
","1
","1
","1
","1
","2
","2
","1
","1
","1
","2
","2
","1
","1
","2
","2
","1
","2
","2
","3
","2
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","3
","3
","3
","3
","3
","
","3
","3
","3
","3
","3
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","3
","515
","U
","2
","44610
","2470
"
"2604227
","01
","01
","26
","Sonora
","043
","Nogales
","0001
","44
","0120
","01
","0
","0
","-
","3
","1
","1
","3
","1
","3
","1
","1
","1
","1
","2
","1
","1
","1
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","3
","3
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","2
","1
","1
","2
","2
","2
","2
","2
","1
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","3
","748
","U
","2
","44620
","2470
"
