"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","ID_VIVT","ID_PERT","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS","REG_CD"
"0913551.0111.05","0913551.0111.05.02","0913551","05","02","0913551.111","0913551.111.02","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",2,"2","48","2","1","3","2","3","2","1","2","2","2","1","2","2","3","1","1","1","2","1","2","9","9","1","1","2","1","3","2","1","2","1","2","1","3","2","1","1","1","1","","","","","3","4","2","3","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","1","0","1","1","1","0","1","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2",481,1444,"U","3","01548","0081",""
"0913551.0120.01","0913551.0120.01.01","0913551","01","01","0913551.120","0913551.120.01","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",2,"2","82","2","2","3","3","3","3","3","3","3","2","3","3","3","1","2","2","9","2","2","2","2","2","3","3","3","3","3","2","2","2","2","2","2","3","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",481,963,"U","3","01548","0081",""
"0913567.0017.03","0913567.0017.03.02","0913567","03","02","0913567.017","0913567.017.02","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",2,"1","19","2","1","3","2","1","2","1","3","2","2","1","1","2","3","2","1","1","1","1","1","2","1","1","2","2","3","3","2","2","2","2","2","2","3","2","1","1","1","1","","","","","2","2","2","2","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","1","0","0","1","1","1","1","0","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2",457,913,"U","2","01520","0080",""
"0913567.0079.02","0913567.0079.02.02","0913567","02","02","0913567.079","0913567.079.02","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",2,"2","28","2","1","2","2","1","2","1","2","2","2","1","1","2","3","2","1","2","1","1","1","2","1","1","1","2","3","3","2","2","2","2","2","2","3","1","1","1","1","1","","","3","3","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","1","1","0","1","1","0","1","0","0","0","0","3",1,"1","2","2","","1","2","2","2","2","2","2","2","2",457,1370,"U","2","01520","0080",""
"0913567.0100.04","0913567.0100.04.02","0913567","04","02","0913567.100","0913567.100.02","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",2,"1","24","1","1","1","1","3","1","1","1","1","1","1","2","1","2","2","1","2","2","1","1","2","2","2","2","2","3","3","2","2","2","2","2","2","3","1","1","1","2","1","","","2","2","3","3","1","1","","","3","2","1","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","1","1","0","0","1","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2",457,913,"U","2","01520","0080",""
"0913567.0132.05","0913567.0132.05.01","0913567","05","01","0913567.132","0913567.132.01","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",2,"1","19","2","1","2","2","3","1","1","1","1","2","1","2","1","3","1","2","2","2","1","2","2","2","1","1","2","3","3","2","2","2","2","2","2","3","1","1","1","1","1","","","2","2","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2",457,913,"U","2","01520","0080",""
"0913604.0005.04","0913604.0005.04.01","0913604","04","01","0913604.005","0913604.005.01","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",3,"1","72","2","2","3","1","3","1","1","2","2","2","3","3","3","3","1","1","2","1","1","1","2","2","2","2","2","3","3","2","2","2","1","2","2","3","2","1","1","2","2","","","","","1","1","1","1","","","","","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","1","0","1","1","0","1","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",403,1209,"U","2","01521","0080",""
"0913604.0096.03","0913604.0096.03.02","0913604","03","02","0913604.096","0913604.096.02","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",3,"2","27","2","1","1","2","3","2","2","2","2","2","2","2","2","3","1","1","2","1","1","1","2","2","1","1","1","3","3","2","1","2","1","2","2","3","1","1","1","1","1","","","2","2","2","2","1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","1","0","1","1","0","0","0","3",2,"2","","2","","1","2","2","2","2","1","2","2","2",403,1612,"U","2","01521","0080",""
"0913604.0138.01","0913604.0138.01.02","0913604","01","02","0913604.138","0913604.138.02","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",3,"2","54","1","1","1","1","3","1","1","2","2","1","1","1","1","9","1","1","2","1","1","1","2","2","2","2","2","3","3","2","2","2","2","2","2","3","1","1","2","2","1","","","2","2","2","2","","","","","2","2","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",403,806,"U","2","01521","0080",""
"0913604.0177.02","0913604.0177.02.01","0913604","02","01","0913604.177","0913604.177.01","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",3,"2","23","2","1","3","1","3","1","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","3","2","2","1","2","1","","","","","","","1","1","","","2","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2",403,806,"U","2","01521","0080",""
"0913615.0002.02","0913615.0002.02.02","0913615","02","02","0913615.002","0913615.002.02","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",5,"1","24","1","1","1","2","3","1","1","1","2","2","1","1","1","3","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","1","1","1","2","1","","","1","1","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","0","1","0","1","1","1","0","1","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2",661,3305,"U","2","01522","0080",""
"0913615.0039.03","0913615.0039.03.01","0913615","03","01","0913615.039","0913615.039.01","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",5,"2","46","2","1","1","2","3","2","2","3","3","2","2","2","2","4","2","1","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","3","1","1","1","1","1","","","3","3","9","2","1","2","9","9","9","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","4",1,"1","2","2","","2","2","2","2","2","2","2","2","2",661,1322,"U","2","01522","0080",""
"0913615.0076.04","0913615.0076.04.04","0913615","04","04","0913615.076","0913615.076.04","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,1,"-",5,"1","30","2","2","2","2","3","2","1","2","2","2","2","2","2","4","1","1","1","2","1","1","2","1","1","1","2","2","1","2","2","2","1","2","2","3","1","1","1","1","1","","","4","4","4","3","2","2","2","1","2","3","1","0","1","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","0","1","0","1","1","1","0","0","0","4",2,"1","1","1","1","2","2","2","2","2","2","2","2","2",661,2644,"U","2","01522","0080",""
"0913615.0136.01","0913615.0136.01.03","0913615","01","03","0913615.136","0913615.136.03","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",1,1,"-",5,"2","63","2","2","2","2","3","2","3","3","3","2","2","2","2","3","2","1","1","2","2","1","2","1","3","1","2","1","2","2","2","2","2","2","2","3","2","1","1","1","1","","","","","2","2","1","2","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","0","0","1","1","1","1","1","1","1","0","0","0","4",1,"1","2","2","","2","2","2","2","2","2","2","2","2",661,1322,"U","2","01522","0080",""
"0913615.0168.05","0913615.0168.05.04","0913615","05","04","0913615.168","0913615.168.04","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",1,1,"-",5,"2","35","2","1","3","2","3","2","1","2","2","2","1","1","2","1","1","2","1","2","2","1","2","2","1","1","1","1","2","2","2","2","1","2","2","3","1","1","1","1","1","","","2","2","2","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","0","0","1","1","1","1","0","1","0","0","4",2,"1","2","2","","2","2","2","2","2","2","2","2","2",661,1322,"U","2","01522","0080",""
"0913618.0006.01","0913618.0006.01.02","0913618","01","02","0913618.006","0913618.006.02","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",4,"2","50","2","1","1","2","3","1","1","2","2","2","1","1","1","3","1","1","1","2","2","1","2","1","1","1","1","2","3","2","2","2","2","2","2","3","2","1","1","1","1","","","","","2","2","1","1","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","3",1,"1","2","2","","2","2","2","2","2","2","2","2","2",405,1215,"U","2","01523","0080",""
"0913618.0031.02","0913618.0031.02.01","0913618","02","01","0913618.031","0913618.031.01","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",4,"1","37","2","1","1","2","3","1","1","2","2","2","2","2","2","3","1","1","1","1","1","2","2","2","1","1","1","1","3","2","2","2","2","2","2","3","1","1","1","1","1","","","3","3","2","2","2","2","2","2","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",405,810,"U","2","01523","0080",""
"0913618.0051.03","0913618.0051.03.02","0913618","03","02","0913618.051","0913618.051.02","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",4,"2","77","9","1","3","1","3","1","3","3","3","3","3","3","3","1","2","2","2","2","2","2","2","2","2","2","2","3","3","2","2","2","2","2","2","3","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",405,2026,"U","2","01523","0080",""
"0913618.0063.04","0913618.0063.04.02","0913618","04","02","0913618.063","0913618.063.02","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,1,"-",4,"2","75","1","1","3","1","3","1","1","3","3","1","2","2","3","1","2","2","2","2","2","2","2","2","1","2","2","3","3","2","2","2","2","2","2","3","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",405,810,"U","2","01523","0080",""
"0913618.0091.05","0913618.0091.05.01","0913618","05","01","0913618.091","0913618.091.01","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",4,"1","84","1","1","3","1","3","3","3","3","3","2","2","2","3","2","2","2","1","1","1","1","2","2","2","2","2","3","3","2","2","2","2","2","2","3","1","2","2","2","2","","","2","2","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2",405,3241,"U","2","01523","0080",""
"0913643.0018.51","0913643.0018.51.02","0913643","51","02","-","-","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",1,"2","31","2","2","1","1","3","1","1","1","3","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","3","2","1","2","2","2","","","","","1","1","","","","","","","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3",2,"2","","2","","1","2","2","2","2","2","2","2","2",388,776,"U","2","01524","0080",""
"0913643.0044.52","0913643.0044.52.02","0913643","52","02","-","-","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",1,"2","68","2","1","3","2","3","1","1","2","2","1","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","1","3","2","1","1","2","1","","","","","9","9","9","9","","","9","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","3",1,"1","2","2","","2","2","2","2","2","2","2","2","2",388,776,"U","2","01524","0080",""
"0913643.0074.53","0913643.0074.53.01","0913643","53","01","-","-","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",1,"2","51","2","2","1","1","3","1","1","1","3","1","1","9","3","1","1","1","1","1","1","2","2","2","1","1","1","3","2","2","2","2","2","2","2","3","1","1","1","1","1","","","3","3","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","2",1,"1","2","2","","2","2","2","1","2","2","2","2","2",388,1552,"U","2","01524","0080",""
"0913643.0130.55","0913643.0130.55.01","0913643","55","01","-","-","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",1,"2","67","2","1","3","1","3","1","1","3","3","2","2","1","2","4","1","1","1","1","1","1","2","1","3","1","2","1","2","2","2","1","2","2","2","3","1","1","1","1","1","","","3","4","2","2","9","1","9","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","1","0","1","1","1","1","1","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2",388,388,"U","2","01524","0080",""
"0913644.0021.01","0913644.0021.01.01","0913644","01","01","0913644.021","0913644.021.01","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",2,"1","57","2","2","2","2","3","2","1","2","2","2","1","1","2","4","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","1","3","2","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","1","0","1","1","1","0","1","0","0","0","4",2,"1","2","2","","2","2","2","2","2","2","2","2","2",405,1214,"U","2","01525","0080",""
"0913644.0045.02","0913644.0045.02.06","0913644","02","06","0913644.045","0913644.045.06","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",1,1,"-",2,"1","37","2","2","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","2","3","2","2","2","1","2","2","1","3","2","1","1","2","2","","","","","4","2","4","3","","","","","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","0","0","0","4",1,"1","2","1","2","2","2","2","2","2","2","2","2","2",405,1214,"U","2","01525","0080",""
"0913644.0070.03","0913644.0070.03.06","0913644","03","06","0913644.070","0913644.070.06","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",1,1,"-",2,"1","47","2","1","1","1","3","1","2","3","3","3","3","3","1","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","1","1","2","2","2","","","2","2","2","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2",405,405,"U","2","01525","0080",""
"0913644.0101.04","0913644.0101.04.04","0913644","04","04","0913644.101","0913644.101.04","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",2,"1","30","1","1","1","1","3","1","1","2","2","2","1","1","1","3","2","1","1","1","1","1","2","1","2","2","2","1","2","2","2","2","1","2","2","3","1","1","1","1","1","","","3","2","2","2","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","0","0","1","1","1","0","1","0","0","0","3",2,"2","","2","","2","2","1","2","2","2","2","2","2",405,2024,"U","2","01525","0080",""
"0913644.0126.05","0913644.0126.05.02","0913644","05","02","0913644.126","0913644.126.02","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",2,"2","23","2","1","1","2","3","1","3","2","2","2","2","2","2","3","1","1","1","1","1","1","2","1","1","1","1","1","2","2","2","2","2","2","2","3","1","1","1","1","1","","","4","4","3","3","2","2","2","2","1","2","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","1","1","1","1","0","0","0","0","3",2,"1","2","1","1","2","2","2","2","2","2","2","2","2",405,810,"U","2","01525","0080",""
"0913677.0022.01","0913677.0022.01.03","0913677","01","03","0913677.022","0913677.022.03","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",3,"2","32","2","1","3","2","3","1","1","1","2","2","1","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","3","2","2","2","2","2","1","3","2","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","2",1,"1","2","2","","2","2","2","1","2","2","2","2","2",410,1640,"U","3","01549","0081",""
"0913677.0046.02","0913677.0046.02.01","0913677","02","01","0913677.046","0913677.046.01","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",3,"2","54","2","2","3","2","3","1","2","2","2","2","3","2","3","4","1","1","1","1","1","1","2","1","1","3","1","1","3","2","2","2","1","2","1","3","2","2","1","2","2","","","","","","","3","3","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",410,410,"U","3","01549","0081",""
"0913677.0069.03","0913677.0069.03.02","0913677","03","02","0913677.069","0913677.069.02","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",3,"2","39","2","2","3","2","3","2","1","2","2","2","1","2","1","3","1","1","1","2","2","1","2","2","1","1","2","2","3","2","2","1","2","2","1","3","2","1","1","1","1","","","","","1","1","1","1","2","1","1","1","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","3",1,"1","2","2","","1","2","2","2","2","2","2","2","2",410,820,"U","3","01549","0081",""
"0913677.0093.04","0913677.0093.04.02","0913677","04","02","0913677.093","0913677.093.02","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",3,"2","25","1","1","1","1","3","3","1","1","2","2","3","3","1","1","2","1","2","2","2","2","2","1","2","2","2","3","3","2","2","2","2","2","2","3","1","1","1","2","1","","","2","2","3","3","2","2","","","2","2","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","1","0","1","1","0","1","0","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","1","1","2",410,820,"U","3","01549","0081",""
"0913677.0115.05","0913677.0115.05.01","0913677","05","01","0913677.115","0913677.115.01","09","CIUDAD DE MEXICO","011","TLAHUAC","0001","80","TLAHUAC","0224","01",0,0,"-",3,"1","34","1","1","1","1","3","1","1","1","2","2","1","1","1","2","2","1","2","2","1","1","2","1","2","2","2","3","3","2","2","2","2","2","2","3","1","1","1","1","1","","","2","2","2","2","2","3","2","2","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","0","1","0","0","1","0","0","0","0","3",2,"1","2","1","2","2","2","2","2","2","2","2","2","2",410,820,"U","3","01549","0081",""
