"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","ID_VIVT","ID_PERT","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS","REG_CD"
"1603370.0067.01","1603370.0067.01.02","1603370","01","02","1603370.067","1603370.067.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",4,"2","52","1","1","1","1","3","1","1","1","1","3","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","1","1","2","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1",1,"2","","2","","2","2","2","2","2","2","2","2","2",208,623,"U","3","03574","0185",""
"1603370.0103.04","1603370.0103.04.02","1603370","04","02","1603370.103","1603370.103.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",4,"2","40","1","1","3","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",208,416,"U","3","03574","0185",""
"1603375.0016.02","1603375.0016.02.02","1603375","02","02","1603375.016","1603375.016.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",3,"2","32","2","1","1","2","3","1","1","2","2","3","2","2","3","3","2","1","2","2","2","1","2","1","2","2","2","2","3","2","2","2","2","2","2","1","2","2","1","2","2","2","3","","","","","2","3","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",214,642,"U","3","03575","0185",""
"1603375.0108.05","1603375.0108.05.02","1603375","05","02","1603375.108","1603375.108.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",3,"2","49","1","1","1","2","3","3","1","2","2","3","1","2","3","2","2","1","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","1","4","4","4","4","4","4","1","1","1","1","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","0","0","1","0","1","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",214,428,"U","3","03575","0185",""
"1603375.0168.04","1603375.0168.04.04","1603375","04","04","1603375.168","1603375.168.04","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",1,1,"-",3,"2","23","1","1","1","1","3","1","1","2","2","3","2","2","2","3","1","1","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","2","2","1","2","1","2","2","","","","","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",214,214,"U","3","03575","0185",""
"1603381.0040.04","1603381.0040.04.01","1603381","04","01","1603381.040","1603381.040.01","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",3,"2","60","2","2","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","3","2","2","2","3","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","1","0","1","0","1","0","0","0","1","0","0","0","3",2,"1","2","2","","2","2","2","2","2","1","2","2","2",158,158,"U","2","03538","0184",""
"1603381.0050.05","1603381.0050.05.01","1603381","05","01","1603381.050","1603381.050.01","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",3,"2","57","2","1","1","1","3","1","1","2","2","1","1","2","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","3","2","3","2","1","2","1","2","","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",158,316,"U","2","03538","0184",""
"1603381.0076.01","1603381.0076.01.02","1603381","01","02","1603381.076","1603381.076.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",3,"2","28","1","1","3","1","3","1","1","2","2","1","1","2","1","1","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","2","2","2","1","2","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2",158,316,"U","2","03538","0184",""
"1603381.0083.02","1603381.0083.02.02","1603381","02","02","1603381.083","1603381.083.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",3,"1","41","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","1","2","2","","","1","1","1","1","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",158,316,"U","2","03538","0184",""
"1603383.0067.02","1603383.0067.02.01","1603383","02","01","1603383.067","1603383.067.01","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",3,"1","56","2","1","2","2","3","1","1","2","2","1","2","2","1","4","2","1","1","2","1","1","2","2","2","2","2","2","2","2","1","2","2","2","1","1","1","1","1","1","1","4","4","4","4","3","3","3","3","1","1","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","0","0","0","1","0","1","0","1","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2",204,612,"U","3","03576","0185",""
"1603383.0069.01","1603383.0069.01.02","1603383","01","02","1603383.069","1603383.069.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",3,"2","35","2","1","3","1","3","2","2","2","2","3","1","2","2","3","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","4","3","4","2","4","2","2","9","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","0","0","1","0","0","0","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",204,612,"U","3","03576","0185",""
"1603383.0083.03","1603383.0083.03.02","1603383","03","02","1603383.083","1603383.083.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",3,"2","47","2","1","1","2","3","2","2","2","2","2","1","2","2","3","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2",204,815,"U","3","03576","0185",""
"1603383.0098.04","1603383.0098.04.02","1603383","04","02","1603383.098","1603383.098.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",3,"2","54","1","1","3","1","3","1","1","3","3","1","1","2","3","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","1","4","4","","","3","2","1","1","","","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",204,408,"U","3","03576","0185",""
"1603383.0100.05","1603383.0100.05.02","1603383","05","02","1603383.100","1603383.100.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",3,"2","30","1","1","3","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",204,612,"U","3","03576","0185",""
"1603384.0015.04","1603384.0015.04.01","1603384","04","01","1603384.015","1603384.015.01","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"1","41","1","1","1","1","3","1","1","2","2","1","1","2","1","1","2","1","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","3",2,"2","","1","1","2","2","2","2","2","2","2","2","2",261,522,"U","2","03539","0184",""
"1603384.0037.05","1603384.0037.05.02","1603384","05","02","1603384.037","1603384.037.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"2","51","2","2","3","2","3","2","2","2","2","2","2","1","2","3","1","1","1","2","2","1","2","2","1","1","1","2","2","2","2","1","2","2","1","1","1","1","1","1","1","4","3","2","2","2","2","3","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","3",2,"2","","2","","2","2","2","1","2","2","2","2","2",261,1045,"U","2","03539","0184",""
"1603384.0077.03","1603384.0077.03.02","1603384","03","02","1603384.077","1603384.077.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"1","19","1","1","2","1","3","1","1","1","1","1","1","1","2","3","2","1","2","1","1","2","2","2","1","1","2","2","2","1","2","2","2","2","1","1","1","1","1","2","1","3","2","2","2","2","2","2","2","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","3",2,"1","1","1","1","2","2","2","2","2","2","2","2","2",261,783,"U","2","03539","0184",""
"1603384.0082.02","1603384.0082.02.02","1603384","02","02","1603384.082","1603384.082.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"2","55","2","2","3","9","3","2","2","2","3","3","2","2","9","1","1","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","3","2","2","2","1","2","9","9","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1",2,"2","","2","","2","2","2","2","2","2","2","2","2",261,522,"U","2","03539","0184",""
"1603384.0124.01","1603384.0124.01.03","1603384","01","03","1603384.124","1603384.124.03","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"2","49","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","1","2","2","","","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",261,783,"U","2","03539","0184",""
"1603386.0012.01","1603386.0012.01.01","1603386","01","01","1603386.012","1603386.012.01","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"1","40","1","1","1","1","3","1","1","1","1","1","3","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","2","1","3","2","3","2","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","1","1","0","1","0","0","0","1","0","0","0","3",2,"2","","1","2","2","2","2","2","2","2","2","2","2",173,345,"U","2","03540","0184",""
"1603386.0046.02","1603386.0046.02.02","1603386","02","02","1603386.046","1603386.046.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"2","64","1","1","1","1","3","1","1","1","1","1","3","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","2","1","","","4","4","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",173,173,"U","2","03540","0184",""
"1603386.0074.05","1603386.0074.05.01","1603386","05","01","1603386.074","1603386.074.01","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"1","75","2","1","3","2","3","2","3","2","3","2","3","2","3","3","1","1","1","1","1","2","2","2","1","1","1","3","3","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2",173,173,"U","2","03540","0184",""
"1603386.0139.03","1603386.0139.03.01","1603386","03","01","1603386.139","1603386.139.01","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"2","42","2","2","2","2","2","2","2","2","2","2","3","2","2","3","1","1","1","2","1","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",173,173,"U","2","03540","0184",""
"1603386.0187.04","1603386.0187.04.03","1603386","04","03","1603386.187","1603386.187.03","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"1","20","2","1","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","3","2","2","2","2","2","2","1","1","1","1","2","1","2","2","2","2","1","1","1","2","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","1","0","1","0","1","1","1","0","0","0","0","0","2",2,"1","2","1","2","2","2","2","1","2","2","2","1","2",173,518,"U","2","03540","0184",""
"1603394.0024.01","1603394.0024.01.03","1603394","01","03","1603394.024","1603394.024.03","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"2","24","2","2","2","2","3","2","2","2","2","2","2","2","2","3","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","1","4","3","3","3","3","2","1","2","","","1","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","1","1","1","0","0","0","4",2,"2","","2","","1","2","1","1","2","2","2","2","2",166,499,"U","3","03577","0185",""
"1603394.0045.02","1603394.0045.02.01","1603394","02","01","1603394.045","1603394.045.01","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"1","27","2","1","1","1","3","2","2","2","2","3","2","2","2","4","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","4","4","4","4","3","2","3","2","","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2",166,333,"U","3","03577","0185",""
"1603394.0068.03","1603394.0068.03.02","1603394","03","02","1603394.068","1603394.068.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"2","39","2","1","1","1","3","1","1","2","2","1","1","2","1","3","2","1","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","","","","","","","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","1","1","0","0","1","1","1","1","0","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2",166,333,"U","3","03577","0185",""
"1603394.0091.04","1603394.0091.04.02","1603394","04","02","1603394.091","1603394.091.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"2","25","1","1","1","1","3","1","1","1","1","1","1","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","3",2,"2","","2","","1","2","2","2","2","2","2","2","2",166,333,"U","3","03577","0185",""
"1603399.0025.01","1603399.0025.01.02","1603399","01","02","1603399.025","1603399.025.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,1,"-",5,"1","23","1","1","1","1","3","1","1","2","2","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","","","","","1","1","1","1","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4",2,"1","2","1","1","2","2","2","2","2","2","2","2","2",213,213,"U","2","03541","0184",""
"1603399.0053.05","1603399.0053.05.01","1603399","05","01","1603399.053","1603399.053.01","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",5,"1","50","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",213,853,"U","2","03541","0184",""
"1603399.0215.04","1603399.0215.04.04","1603399","04","04","1603399.215","1603399.215.04","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",1,1,"-",5,"2","59","2","2","2","2","3","2","2","2","2","2","2","2","2","4","2","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","3","4","2","2","1","2","1","2","","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2",213,213,"U","2","03541","0184",""
"1603405.0026.02","1603405.0026.02.01","1603405","02","01","1603405.026","1603405.026.01","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"2","44","1","1","1","1","3","1","1","1","1","1","3","2","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","3",2,"1","2","2","","2","2","2","1","2","2","2","2","2",158,158,"U","3","03578","0185",""
"1603405.0067.03","1603405.0067.03.01","1603405","03","01","1603405.067","1603405.067.01","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"2","64","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","2","2","2","2","2","1","2","","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","0","0","0","1","1","0","0","1","0","0","0","4",2,"1","2","2","","1","2","2","2","2","2","2","2","2",158,158,"U","3","03578","0185",""
"1603405.0068.04","1603405.0068.04.02","1603405","04","02","1603405.068","1603405.068.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"1","20","2","1","3","1","3","1","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","3","3","2","2","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",158,316,"U","3","03578","0185",""
"1603405.0120.01","1603405.0120.01.01","1603405","01","01","1603405.120","1603405.120.01","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",2,"1","21","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","1","2","1","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",158,158,"U","3","03578","0185",""
"1603412.0014.01","1603412.0014.01.03","1603412","01","03","1603412.014","1603412.014.03","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",5,"2","29","2","1","1","1","3","2","1","2","2","2","1","2","1","3","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","2","2","2","2","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","1","0","0","1","0","1","1","1","0","0","0","3",1,"2","","2","","1","2","2","1","2","2","2","1","2",167,500,"U","3","03579","0185",""
"1603412.0043.03","1603412.0043.03.02","1603412","03","02","1603412.043","1603412.043.02","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",5,"2","50","1","1","1","1","3","1","1","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2",167,667,"U","3","03579","0185",""
"1603412.0060.02","1603412.0060.02.01","1603412","02","01","1603412.060","1603412.060.01","16","MICHOACAN DE OCAMPO","052","LAZARO CARDENAS","0001","31","LAZARO CARDENAS","0224","01",0,0,"-",5,"1","68","2","1","3","2","3","2","1","1","3","3","2","2","2","2","9","9","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","","","","","2","3","3","3","","","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","1","0","1","1","1","0","1","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2",167,667,"U","3","03579","0185",""
