"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","BP5_1","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS","REG_CD"
"1404210.135","1404210.135.01","1404210","03","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",5,"1","32","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","1","1","0","1","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",280,280,"U","2","04833","00253",""
"1404210.148","1404210.148.01","1404210","02","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",5,"1","40","1","1","2","2","3","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","2","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",280,1121,"U","2","04833","00253",""
"1404210.172","1404210.172.09","1404210","05","09","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",2,2,"-",5,"2","20","1","1","1","1","3","1","1","1","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","3",2,"2","","2","","1","2","2","2","2","2","2","2","2","1",280,561,"U","2","04833","00253",""
"1404211.062","1404211.062.02","1404211","03","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,1,"-",5,"2","47","2","2","1","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","2","1","1","1","1","3","2","2","2","2","2","2","2","1","1","1","1","1","4","4","4","4","2","3","3","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",303,910,"U","2","04834","00253",""
"1404211.089","1404211.089.01","1404211","05","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",5,"1","32","1","1","1","1","3","1","1","2","2","2","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","2","1","2","1","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","1","0","1","1","0","0","1","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2","1",303,606,"U","2","04834","00253",""
"1404211.176","1404211.176.06","1404211","02","06","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",2,2,"-",5,"2","31","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","","","","","2","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","9",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",303,303,"U","2","04834","00253",""
"1404229.012","1404229.012.06","1404229","05","06","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",1,1,"-",4,"2","37","1","1","3","1","3","1","1","1","1","3","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",447,894,"U","3","04865","00254",""
"1404229.074","1404229.074.02","1404229","02","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",4,"1","19","1","1","1","1","1","3","1","1","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","1","","","2","2","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",447,1341,"U","3","04865","00254",""
"1404229.135","1404229.135.02","1404229","03","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",4,"2","40","2","1","3","1","3","1","1","2","1","1","1","1","1","1","2","1","1","1","2","2","2","1","1","1","1","2","3","2","2","2","2","2","2","1","1","1","1","1","2","2","3","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2","2",447,894,"U","3","04865","00254",""
"1404229.170","1404229.170.02","1404229","04","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",4,"2","47","2","1","3","2","3","2","1","2","2","2","1","2","2","1","1","1","2","2","1","2","2","1","1","2","1","1","3","2","2","2","2","2","2","1","2","1","1","1","2","2","","","3","3","4","2","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","1","1","0","1","0","1","0","1","1","1","0","0","0","3",2,"2","","2","","1","2","2","2","2","2","2","2","2","3",447,1341,"U","3","04865","00254",""
"1404241.016","1404241.016.02","1404241","01","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",4,"1","23","1","1","2","2","1","2","2","2","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","3","2","2","2","2","2","2","1","1","2","1","1","3","3","3","3","","","2","3","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","1","0","1","1","0","0","0","0","2",2,"2","","1","2","2","2","2","2","2","2","2","2","2","3",325,976,"U","3","04866","00254",""
"1404241.036","1404241.036.05","1404241","02","05","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",1,1,"-",4,"2","39","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",325,651,"U","3","04866","00254",""
"1404241.073","1404241.073.01","1404241","04","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",4,"1","42","2","1","1","1","3","1","1","2","2","1","1","1","1","3","2","1","2","2","1","2","2","1","2","2","2","1","3","2","2","2","2","2","2","1","1","1","1","1","3","3","3","3","2","2","2","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","1","0","1","0","1","1","0","1","1","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2","2",325,651,"U","3","04866","00254",""
"1404241.092","1404241.092.02","1404241","05","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",4,"2","61","1","1","3","1","3","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","5",325,976,"U","3","04866","00254",""
"1404251.022","1404251.022.02","1404251","01","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",4,"2","56","1","2","1","2","3","1","1","1","1","1","1","1","1","4","2","2","1","2","2","2","1","2","1","1","1","1","2","2","2","2","2","1","2","1","1","1","1","1","2","3","4","4","2","3","1","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2","1",355,1066,"U","3","04867","00254",""
"1404251.064","1404251.064.02","1404251","03","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",4,"1","29","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",355,711,"U","3","04867","00254",""
"1404251.089","1404251.089.01","1404251","04","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",4,"2","55","2","1","1","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","2","2","2","1","1","2","2","2","1","2","2","2","2","1","1","1","1","1","1","4","4","4","4","4","4","4","4","3","3","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","0","0","1","1","1","1","1","0","0","0","4",2,"1","2","2","","2","2","2","2","2","2","2","2","2","1",355,355,"U","3","04867","00254",""
"1404255.004","1404255.004.02","1404255","01","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",4,"2","23","1","1","3","1","3","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","","","3","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","1","1","0","1","1","0","0","0","3",9,"1","2","2","","2","2","2","2","2","2","2","2","2","1",347,1041,"U","3","04868","00254",""
"1404255.032","1404255.032.01","1404255","02","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",4,"1","38","1","1","1","1","3","1","1","1","2","1","1","1","1","4","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","3","2","2","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","4",2,"1","2","2","","2","2","2","2","2","2","2","2","2","1",347,694,"U","3","04868","00254",""
"1404255.058","1404255.058.02","1404255","03","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",4,"2","30","1","1","3","1","3","1","3","3","1","1","1","2","1","4","2","1","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","1","1","1","1","","","2","2","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","0","0","1","0","1","1","0","0","0","0","1","0","1","1","1","0","1","1","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","1","1","1","1","0","1","1","0","0","0","3",2,"1","1","2","","1","2","2","1","2","2","1","1","2","2",347,1041,"U","3","04868","00254",""
"1404255.085","1404255.085.02","1404255","04","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",4,"1","22","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","2","3","2","3","1","2","2","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",347,694,"U","3","04868","00254",""
"1404255.112","1404255.112.03","1404255","05","03","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",4,"2","19","2","1","1","2","3","2","2","2","2","1","2","2","2","4","2","1","2","1","1","2","2","1","1","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","1","1","0","1","1","1","1","1","0","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","2",347,1041,"U","3","04868","00254",""
"1404272.009","1404272.009.01","1404272","05","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",3,"1","98","1","1","1","1","3","1","1","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","4","4","3","4","3","3","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","0","0","1","1","0","0","0","4",1,"1","2","2","","2","2","2","2","2","2","2","2","2","1",294,294,"U","2","04835","00253",""
"1404272.030","1404272.030.01","1404272","03","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",3,"2","60","1","1","1","1","3","1","1","3","3","1","1","1","1","3","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","9","2","2","2","1","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","1","0","1","0","1","0","0","1","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",294,1764,"U","2","04835","00253",""
"1404272.046","1404272.046.03","1404272","01","03","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",3,"2","62","1","1","3","1","3","3","1","1","1","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2","3",294,882,"U","2","04835","00253",""
"1404272.090","1404272.090.01","1404272","04","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",3,"1","34","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","2","3","3","2","2","3","2","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","1","1","1","1","0","1","1","0","1","1","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2","1",294,294,"U","2","04835","00253",""
"1404272.118","1404272.118.01","1404272","02","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,1,"-",3,"2","29","1","1","1","1","3","1","1","2","2","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","3","3","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","2",294,294,"U","2","04835","00253",""
"1404280.037","1404280.037.02","1404280","01","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",3,"2","43","2","1","3","2","3","2","2","2","2","2","2","2","1","3","2","1","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","1","3","2","3","2","2","2","2","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","1","1","1","1","0","1","1","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","1","2","1",339,679,"U","2","04836","00253",""
"1404280.066","1404280.066.01","1404280","02","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",3,"1","31","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",339,679,"U","2","04836","00253",""
"1404280.139","1404280.139.04","1404280","04","04","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",3,"1","28","1","1","1","1","3","3","1","1","1","1","1","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","3","2","3","3","3","2","3","2","2","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","3",2,"2","","2","","2","2","1","2","2","2","2","2","2","1",339,1018,"U","2","04836","00253",""
"1404280.161","1404280.161.02","1404280","05","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",3,"2","48","2","1","3","2","3","3","1","1","2","3","1","2","1","3","2","1","1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","3","3","2","3","2","3","2","2","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","3",1,"1","2","2","","2","2","2","2","2","2","2","2","2","1",339,679,"U","2","04836","00253",""
"1404286.003","1404286.003.01","1404286","05","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",3,"2","23","2","1","3","1","3","2","2","2","2","2","1","1","2","1","1","1","2","1","1","1","2","1","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","0","0","4",2,"1","2","1","2","1","2","2","2","2","2","2","2","2","1",435,870,"U","2","04837","00253",""
"1404286.009","1404286.009.02","1404286","04","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",3,"2","22","1","1","1","1","3","1","1","1","2","1","1","1","1","2","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","1","1","1","1","2","1","2","2","1","1","1","2","2","2","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","1","0","1","1","0","1","0","0","0","0","3",2,"2","","2","","2","2","2","1","2","2","1","1","2","1",435,870,"U","2","04837","00253",""
"1404286.040","1404286.040.01","1404286","02","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",3,"2","34","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","2","1","2","1","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",435,435,"U","2","04837","00253",""
"1404286.074","1404286.074.02","1404286","03","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",3,"2","29","1","1","1","1","3","1","1","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","1","2","1",435,1305,"U","2","04837","00253",""
"1404295.008","1404295.008.02","1404295","01","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",2,"1","22","1","2","1","2","3","3","1","1","2","1","2","1","1","3","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","3","2","2","","","","","","","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","1","2","2","2","1",312,624,"U","2","04838","00253",""
"1404295.053","1404295.053.01","1404295","03","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",2,"1","30","1","1","1","1","3","1","1","1","1","3","1","2","1","1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","3","2","3","1","2","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","0","0","1","1","0","1","0","0","0","0","2",1,"1","2","2","","2","2","2","2","2","2","2","2","2","1",312,624,"U","2","04838","00253",""
"1404295.075","1404295.075.02","1404295","05","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",2,"1","36","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","3","3","4","2","3","2","2","2","2","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","0","4",2,"1","1","1","2","2","2","2","1","2","2","2","1","2","1",312,624,"U","2","04838","00253",""
"1404295.128","1404295.128.02","1404295","04","02","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",2,"2","47","1","1","1","1","3","3","1","3","3","1","1","1","1","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","2","2","2","1","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",312,624,"U","2","04838","00253",""
"1404295.146","1404295.146.01","1404295","02","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",2,"2","61","1","1","3","3","3","3","3","3","3","3","3","3","3","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","1","2","1","1","1","3","3","","","1","1","1","1","3","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",9,"2","","2","","2","2","2","2","2","2","2","2","2","7",312,312,"U","2","04838","00253",""
"1404297.072","1404297.072.01","1404297","05","01","14","JALISCO","067","PUERTO VALLARTA","0001","25","PUERTO VALLARTA","0423","01",0,0,"-",1,"1","26","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2","1",424,848,"U","2","04839","00253",""
