"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP4_1","BP4_2","BP4_3_1","BP4_4_1_1","BP4_4_1_2","BP4_4_1_3","BP4_5_1_1","BP4_5_1_2","BP4_5_1_3","BP4_5_1_4","BP4_5_1_5","BP4_5_1_6","BP4_5_1_7","BP4_5_1_8","BP4_5_1_9","BP4_3_2","BP4_4_2_1","BP4_4_2_2","BP4_4_2_3","BP4_5_2_1","BP4_5_2_2","BP4_5_2_3","BP4_5_2_4","BP4_5_2_5","BP4_5_2_6","BP4_5_2_7","BP4_5_2_8","BP4_5_2_9","BP4_3_3","BP4_4_3_1","BP4_4_3_2","BP4_4_3_3","BP4_5_3_1","BP4_5_3_2","BP4_5_3_3","BP4_5_3_4","BP4_5_3_5","BP4_5_3_6","BP4_5_3_7","BP4_5_3_8","BP4_5_3_9","BP4_3_4","BP4_4_4_1","BP4_4_4_2","BP4_4_4_3","BP4_5_4_1","BP4_5_4_2","BP4_5_4_3","BP4_5_4_4","BP4_5_4_5","BP4_5_4_6","BP4_5_4_7","BP4_5_4_8","BP4_5_4_9","BP4_3_5","BP4_4_5_1","BP4_4_5_2","BP4_4_5_3","BP4_5_5_1","BP4_5_5_2","BP4_5_5_3","BP4_5_5_4","BP4_5_5_5","BP4_5_5_6","BP4_5_5_7","BP4_5_5_8","BP4_5_5_9","BP4_3_6","BP4_4_6_1","BP4_4_6_2","BP4_4_6_3","BP4_5_6_1","BP4_5_6_2","BP4_5_6_3","BP4_5_6_4","BP4_5_6_5","BP4_5_6_6","BP4_5_6_7","BP4_5_6_8","BP4_5_6_9","BP5_1","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"3334","0701203.022","0701203.022.01","0701203","05","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",3,"2","82","2","1","3","1","3","2","3","2","3","1","1","1","3","9","2","2","2","2","2","2","2","2","3","3","3","3","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","2","2","2","4","","","","","3","","","","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0","9","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",854,1707,"U","2","00763","0153"
"3335","0701203.042","0701203.042.01","0701203","02","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",3,"2","57","2","1","1","2","3","2","1","1","2","1","1","2","1","1","2","2","2","2","2","2","2","2","1","2","2","2","3","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","1","2","2","3","2","3","2","2","3","2","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","0","0","2","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",854,1707,"U","2","00763","0153"
"3336","0701203.061","0701203.061.01","0701203","03","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,1,"-",3,"2","63","2","1","3","1","3","2","1","2","2","1","1","2","1","4","2","1","1","2","2","1","2","2","1","1","2","3","2","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","2","3","3","3","3","","3","3","2","2","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","3",854,1707,"U","2","00763","0153"
"3337","0701203.096","0701203.096.01","0701203","04","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",3,"2","42","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","2","2","2","1","1","1","1","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","4","4","4","4","4","4","4","4","3","3","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","4","1","1","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",854,854,"U","2","00763","0153"
"3338","0701240.018","0701240.018.03","0701240","01","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",1,1,"-",4,"2","52","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2",757,2272,"U","2","00764","0153"
"3339","0701240.041","0701240.041.01","0701240","02","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",4,"1","39","1","1","1","1","3","1","1","1","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","3","2","1","1","1","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","1","0","1","1","1","1","0","0","0","0","2","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",757,1515,"U","2","00764","0153"
"3340","0701240.070","0701240.070.01","0701240","03","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",4,"2","25","1","1","1","1","3","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","3","2","3","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","2","1","10","","","0","0","0","0","0","0","0","1","0","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2",757,757,"U","2","00764","0153"
"3341","0701240.105","0701240.105.01","0701240","04","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",4,"2","61","1","1","1","1","3","1","1","2","3","3","1","1","3","1","2","2","2","2","2","2","2","2","2","2","2","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","1","1","2","","1","1","9","1","","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",757,1515,"U","2","00764","0153"
"3342","0701280.029","0701280.029.03","0701280","02","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",5,"2","28","1","1","1","2","3","2","1","2","2","2","2","2","2","4","2","1","2","1","2","2","2","2","1","1","1","1","2","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","4","3","3","3","3","2","2","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","4","1","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",567,1702,"U","3","00765","0154"
"3343","0701280.051","0701280.051.01","0701280","03","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",5,"1","24","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","1","2","2","2","2","2","2","1","1","1","3","3","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","1","1","1","3","2","3","2","2","2","2","2","2","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",567,1135,"U","3","00765","0154"
"3344","0701280.074","0701280.074.07","0701280","04","07","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",1,1,"-",5,"2","98","2","1","3","1","3","1","1","2","2","3","2","2","2","3","1","1","1","1","2","2","2","2","1","1","1","1","3","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2",567,1702,"U","3","00765","0154"
"3345","0701280.100","0701280.100.02","0701280","05","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",5,"2","39","2","1","3","1","3","2","1","2","2","2","3","1","1","3","1","1","1","2","2","2","2","2","1","1","1","3","2","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","4","2","3","2","3","3","3","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","1","1","0","1","0","0","1","0","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2",567,1135,"U","3","00765","0154"
"3346","0701285.028","0701285.028.02","0701285","05","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",2,"2","27","2","1","3","2","3","2","1","2","2","2","1","2","2","1","2","2","1","2","2","2","2","2","1","1","1","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","2","2","1","1","1","","","2","2","1","","","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","1","1","0","1","1","1","1","1","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","3",706,1412,"U","3","00766","0154"
"3347","0701285.080","0701285.080.02","0701285","01","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",2,"2","32","2","1","2","2","3","2","1","2","2","2","1","1","2","3","2","1","2","2","2","2","2","2","1","1","1","1","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","2","2","1","1","1","","","2","1","1","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","1","1","1","0","1","0","1","1","1","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",706,1412,"U","3","00766","0154"
"3348","0701285.115","0701285.115.04","0701285","04","04","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",2,"2","24","2","2","1","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","2","2","2","2","1","1","1","3","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","4","4","4","3","3","4","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","1","1","0","0","1","1","1","1","0","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",706,2824,"U","3","00766","0154"
"3349","0701324.003","0701324.003.01","0701324","04","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",2,"1","78","1","1","3","2","3","2","1","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","3","2","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","1","1","1","2","2","1","1","2","3","2","1","1","2","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","2","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",665,1330,"U","3","00767","0154"
"3350","0701324.038","0701324.038.03","0701324","03","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",2,"1","20","2","1","3","2","2","2","1","2","1","2","1","1","2","3","2","2","2","2","2","2","2","2","1","1","2","3","2","1","0","1","0","0","1","0","0","0","0","0","0","0","0","2","1","1","1","2","","3","2","1","","","2","2","1","","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","2","1","1","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",665,1995,"U","3","00767","0154"
"3351","0701324.092","0701324.092.03","0701324","01","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",1,1,"-",2,"2","42","2","1","1","1","3","1","1","2","2","2","1","2","2","4","1","1","1","1","2","1","2","1","1","1","1","1","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","3","3","3","3","3","2","2","2","2","2","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",665,1330,"U","3","00767","0154"
"3352","0701324.120","0701324.120.02","0701324","05","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",2,"2","31","2","2","1","2","3","2","1","1","2","2","2","2","2","3","1","1","1","2","1","2","2","2","1","2","1","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","3","3","1","1","1","3","4","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","1","1","1","1","1","0","1","1","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",665,1330,"U","3","00767","0154"
"3353","0701341.028","0701341.028.01","0701341","02","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",4,"2","53","2","1","1","2","1","2","3","2","2","2","1","2","3","3","1","1","1","1","1","1","2","9","3","1","1","3","2","0","0","1","0","1","0","0","1","0","0","0","0","0","0","2","2","1","1","1","","","4","3","2","","","4","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2",649,1947,"U","2","00768","0153"
"3354","0701341.044","0701341.044.01","0701341","03","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",4,"1","74","1","1","1","1","3","3","1","1","2","3","2","1","3","2","2","1","1","2","2","2","2","2","3","2","3","3","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","4","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","2","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",649,1298,"U","2","00768","0153"
"3355","0701341.062","0701341.062.02","0701341","04","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",1,1,"-",4,"1","22","1","1","1","1","3","1","1","3","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1","1","1","2","1","1","1","1","4","2","1","4","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",649,649,"U","2","00768","0153"
"3356","0701341.096","0701341.096.01","0701341","05","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",4,"1","27","1","1","1","2","9","1","1","2","2","1","1","1","1","4","2","1","2","2","2","2","2","2","2","2","2","1","3","0","0","0","0","0","0","0","1","1","0","1","0","0","0","2","2","2","1","1","","","","2","2","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","0","1","0","1","0","0","0","2","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",649,1298,"U","2","00768","0153"
"3357","0701371.026","0701371.026.01","0701371","05","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",5,"2","57","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","3","2","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",536,536,"U","2","00769","0153"
"3358","0701371.061","0701371.061.02","0701371","03","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,1,"-",5,"2","72","2","1","3","2","3","1","1","1","3","1","1","1","3","9","2","2","2","2","2","2","2","2","1","3","2","3","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","3","2","2","2","2","3","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","3",536,536,"U","2","00769","0153"
"3359","0701371.082","0701371.082.01","0701371","04","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",5,"1","47","2","2","2","2","3","2","1","1","2","2","1","2","2","4","1","1","2","2","1","2","2","2","1","1","2","2","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","2","2","1","1","1","","","2","1","1","","","2","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","1","1","0","1","0","1","1","1","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2",536,1072,"U","2","00769","0153"
"3360","0701371.088","0701371.088.01","0701371","01","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",5,"2","72","2","1","3","2","3","2","1","2","2","1","1","3","3","4","2","2","9","2","9","9","2","2","3","3","3","3","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","2","1","2","3","","","1","","4","","","1","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","3","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","4",536,536,"U","2","00769","0153"
"3361","0701371.106","0701371.106.09","0701371","02","09","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",1,1,"-",5,"2","57","2","1","1","2","3","2","1","2","2","2","2","2","3","4","2","1","1","2","9","1","2","2","1","1","1","3","2","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","4","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",536,536,"U","2","00769","0153"
"3362","0701382.013","0701382.013.04","0701382","04","04","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",1,"2","28","2","1","1","2","3","2","1","2","2","2","1","1","2","1","1","1","2","1","9","2","2","2","1","1","2","9","3","1","0","1","0","0","0","0","0","0","0","1","0","0","0","2","2","1","1","1","","","2","2","2","","","2","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","4","1","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1","10","","","0","0","0","0","0","1","0","0","0","2","","","","","","","","","","","","","1",769,3075,"U","2","00770","0153"
"3363","0701382.047","0701382.047.02","0701382","02","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","0001","11","TUXTLA GUTIERREZ","0322","01",0,0,"-",1,"2","26","2","2","2","2","3","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","0","0","1","0","0","0","1","1","0","0","0","0","0","0","2","2","1","1","1","","","2","2","1","","","2","2","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","1","0","0","1","1","1","1","1","0","0","0","2","2","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","1",769,2306,"U","2","00770","0153"
