"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","BP5_1","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"12940","1511422.081","1511422.081.02","1511422","01","02","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"2","77","2","1","3","2","3","1","3","2","2","3","2","3","3","4","1","1","1","1","1","1","9","9","1","1","1","3","3","2","2","1","2","2","2","1","1","1","1","1","2","2","1","9","9","2","2","1","9","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","0","1","1","1","0","1","1","1","0","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","6",2739,"U","2","29440","0490"
"12941","1511422.117","1511422.117.04","1511422","02","04","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"2","36","2","1","2","2","3","2","2","2","2","2","2","2","2","4","2","1","1","2","1","2","2","2","2","2","2","1","3","2","2","2","2","2","2","2","1","1","1","1","","2","1","1","1","","3","1","1","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0","0","3","2","","2","","1","2","2","1","2","2","2","2","2","1",5479,"U","2","29440","0490"
"12942","1511422.163","1511422.163.01","1511422","03","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"2","43","1","1","1","1","3","1","1","1","2","2","1","1","1","1","2","1","2","2","2","2","2","2","1","1","1","1","3","2","2","2","2","2","2","1","1","1","1","1","2","2","1","2","1","2","2","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",1370,"U","2","29440","0490"
"12943","1511467.017","1511467.017.01","1511467","01","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"1","45","2","1","1","2","3","2","1","2","2","2","1","2","2","3","2","1","1","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","2","9","2","2","1","2","9","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","1",2727,"U","2","29450","0490"
"12944","1511467.041","1511467.041.02","1511467","02","02","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"2","68","2","1","3","1","3","1","1","2","2","2","1","2","3","3","2","1","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","1","1","2","","","2","2","3","","","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","2",4091,"U","2","29450","0490"
"12945","1511467.061","1511467.061.01","1511467","03","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"2","45","2","1","1","2","3","2","2","2","2","2","1","2","2","9","2","1","2","2","9","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","2","3","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","0","0","1","1","1","0","1","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","1",1364,"U","2","29450","0490"
"12946","1511467.094","1511467.094.01","1511467","05","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"1","54","2","2","2","2","3","2","2","2","2","2","1","2","2","3","1","1","1","2","1","2","2","9","2","1","2","3","2","2","2","2","1","2","2","1","1","1","1","2","2","3","1","1","","2","3","2","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",5455,"U","2","29450","0490"
"12947","1511471.008","1511471.008.01","1511471","01","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"1","37","2","1","1","1","3","1","1","1","2","1","1","1","1","3","2","1","2","1","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","3","2","1","1","2","3","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","3",3419,"U","2","29460","0490"
"12948","1511471.048","1511471.048.01","1511471","02","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"2","28","2","1","1","2","3","1","1","1","2","2","1","1","1","3","2","2","1","1","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","2",1710,"U","2","29460","0490"
"12949","1511471.106","1511471.106.02","1511471","04","02","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"2","33","2","1","2","2","3","1","1","1","2","2","1","1","2","1","2","1","1","1","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","1","0","0","1","1","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",3419,"U","2","29460","0490"
"12950","1511471.146","1511471.146.01","1511471","05","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"1","35","1","1","1","1","9","1","1","1","2","2","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","3","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","0","0","1","1","0","1","1","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",1710,"U","2","29460","0490"
"12951","1511471.157","1511471.157.02","1511471","03","02","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"2","57","2","2","3","2","3","2","1","2","2","2","1","2","1","4","2","1","1","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","2","2","1","1","1","","","1","2","1","","","2","3","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","4",3419,"U","2","29460","0490"
"12952","1511474.017","1511474.017.01","1511474","01","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",1,"2","55","2","2","3","1","3","1","2","2","2","2","1","1","2","4","2","2","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","","","9","3","","","","4","3","","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",3027,"U","2","29470","0490"
"12953","1511474.054","1511474.054.04","1511474","02","04","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",1,"2","45","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","","2","2","","1","","2","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",9080,"U","2","29470","0490"
"12954","1511474.102","1511474.102.03","1511474","04","03","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",1,"1","18","2","2","2","2","3","1","1","1","2","2","2","1","1","3","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","2","2","2","1","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","1","0","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",4540,"U","2","29470","0490"
"12955","1511474.131","1511474.131.03","1511474","05","03","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",1,"2","55","2","1","1","1","3","1","1","2","2","2","1","2","1","4","1","1","1","1","1","1","2","2","2","1","1","3","2","2","2","2","2","2","1","1","1","1","1","1","4","3","9","9","9","3","3","9","9","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",4540,"U","2","29470","0490"
"12956","1511503.016","1511503.016.01","1511503","01","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",1,"1","38","1","1","1","1","3","1","1","2","2","2","1","1","1","1","1","2","1","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","1","2","1","1","1","2","","1","1","1","2","","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",2824,"U","2","29480","0490"
"12957","1511503.040","1511503.040.01","1511503","02","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",1,"2","64","2","1","1","2","3","1","1","2","2","2","1","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","2","1","2","2","2","","1","","2","2","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","1","0","0","0","0","0","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",9882,"U","2","29480","0490"
"12958","1511503.067","1511503.067.03","1511503","03","03","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",1,"1","25","1","1","1","1","3","1","1","2","2","1","1","2","1","4","2","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","0","0","1","0","1","1","1","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","3",7059,"U","2","29480","0490"
"12959","1511503.091","1511503.091.01","1511503","04","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",1,"1","60","1","1","2","1","3","1","1","1","1","2","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",1412,"U","2","29480","0490"
"12960","1511503.110","1511503.110.01","1511503","05","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",1,"2","60","2","1","3","2","3","2","1","2","2","2","1","2","1","1","2","2","1","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","1","1","1","1","","2","2","1","1","","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","2",4235,"U","2","29480","0490"
"12961","1511530.010","1511530.010.01","1511530","01","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"2","41","2","1","3","2","3","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","1","3","3","1","1","1","3","3","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",2830,"U","2","29490","0490"
"12962","1511530.048","1511530.048.03","1511530","02","03","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"1","26","2","1","1","2","3","1","1","1","2","2","1","1","2","1","2","1","1","2","1","2","2","2","1","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","3","2","2","1","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","1","1","0","1","1","0","1","1","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",5660,"U","2","29490","0490"
"12963","1511530.142","1511530.142.03","1511530","05","03","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"2","22","2","1","1","1","3","1","1","1","2","2","1","1","1","1","2","1","1","2","1","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","3","2","2","1","2","3","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","2",4245,"U","2","29490","0490"
"12964","1511530.159","1511530.159.01","1511530","03","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"2","36","2","1","1","2","3","1","1","1","2","2","1","1","1","3","1","1","1","1","1","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","3","3","2","2","1","3","3","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","1","1","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",1415,"U","2","29490","0490"
"12965","1511533.017","1511533.017.01","1511533","01","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"2","48","2","1","2","2","3","1","1","1","2","2","2","2","2","1","2","1","1","1","1","1","2","2","1","1","1","3","2","2","2","2","2","2","2","1","1","1","1","1","2","3","2","2","1","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","1","0","0","1","1","1","1","1","1","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","3",1604,"U","2","29500","0490"
"12966","1511533.041","1511533.041.01","1511533","02","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"2","49","2","1","2","2","3","1","1","2","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",1604,"U","2","29500","0490"
"12967","1511533.068","1511533.068.01","1511533","03","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"1","80","1","1","3","1","3","1","1","3","3","1","1","1","1","1","2","1","1","2","1","1","2","2","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","3",1604,"U","2","29500","0490"
"12968","1511533.095","1511533.095.01","1511533","04","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"2","49","2","1","3","1","3","2","1","1","2","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","9","1","2","9","2","9","2","2","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","3",1604,"U","2","29500","0490"
"12969","1511533.111","1511533.111.01","1511533","05","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"2","34","2","2","3","2","3","1","2","2","2","2","2","2","2","4","1","1","1","2","2","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","1","3","3","3","2","3","3","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","1","1","0","1","1","1","0","1","1","0","0","0","3","2","","2","","1","2","2","2","2","2","2","2","2","1",1604,"U","2","29500","0490"
"12970","1511730.049","1511730.049.01","1511730","04","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"2","52","2","1","3","2","3","2","2","2","2","2","1","1","3","1","2","1","1","2","1","2","9","9","2","2","2","3","2","2","2","2","2","2","2","1","2","2","1","1","2","","","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","1",1559,"U","3","29510","0500"
"12971","1511730.098","1511730.098.02","1511730","01","02","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"2","63","1","1","1","1","3","1","1","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","2","9","2","2","2","2","9","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","2",3119,"U","3","29510","0500"
"12972","1511730.136","1511730.136.01","1511730","02","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"1","30","1","1","1","1","3","1","1","2","2","2","1","1","2","1","2","2","1","2","2","2","9","9","2","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","2","3","2","2","1","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","1","0","0","0","1","1","1","0","0","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","1",1559,"U","3","29510","0500"
"12973","1511730.145","1511730.145.01","1511730","05","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",2,"2","60","2","2","2","2","3","2","1","2","2","2","1","1","3","3","2","1","1","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","2","3","2","1","1","2","3","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","1","1","1","0","1","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","2",1559,"U","3","29510","0500"
"12974","1511883.026","1511883.026.02","1511883","01","02","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"2","61","2","1","3","2","3","2","2","2","2","2","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","1","0","0","0","1","1","0","0","0","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",3798,"U","2","29520","0490"
"12975","1511883.115","1511883.115.01","1511883","04","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"1","36","2","1","2","2","3","1","1","2","2","2","1","1","1","3","1","1","1","1","1","1","2","2","1","1","2","3","2","2","2","2","2","2","2","1","1","1","1","1","2","3","3","2","1","2","3","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","1","1","0","0","1","0","0","0","1","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",1266,"U","2","29520","0490"
"12976","1511883.153","1511883.153.01","1511883","05","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"2","50","2","2","3","2","9","2","1","2","2","2","2","2","2","3","1","1","1","2","1","1","2","2","1","1","1","3","2","2","2","2","1","2","1","1","1","1","1","1","2","2","2","1","1","2","2","2","1","1","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","0","0","1","1","0","1","1","0","0","0","3","1","2","1","2","2","1","2","2","2","2","2","2","2","3",1266,"U","2","29520","0490"
"12977","1511911.015","1511911.015.03","1511911","03","03","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"2","43","1","1","1","2","3","1","1","1","2","2","1","1","1","1","1","1","2","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","3","2","","2","","1","2","2","2","2","2","2","2","2","3",6290,"U","2","29530","0490"
"12978","1511911.049","1511911.049.01","1511911","04","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"1","64","1","1","3","1","3","1","1","3","3","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","3",1258,"U","2","29530","0490"
"12979","1511911.074","1511911.074.02","1511911","05","02","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",1,1,"-",5,"1","62","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","2","1","1","1","1","2","2","1","1","1","1","2","1","2","2","2","2","2","1","1","1","1","1","4","4","3","3","3","4","2","3","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","1","0","1","1","0","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",1258,"U","2","29530","0490"
"12980","1511911.098","1511911.098.01","1511911","01","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"2","40","2","1","1","2","3","1","1","1","2","2","1","1","1","1","2","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","3","3","3","2","2","2","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","0","0","0","1","1","1","1","1","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","3",1258,"U","2","29530","0490"
"12981","1511911.129","1511911.129.01","1511911","02","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"1","51","1","1","1","2","3","1","1","2","2","2","2","2","2","3","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","3","3","1","1","1","3","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",6290,"U","2","29530","0490"
"12982","1511918.012","1511918.012.01","1511918","01","01","15","Mexico","058","Nezahualcoyotl","0001","28","Ciudad Nezahualcoyotl","0221","01",0,0,"-",5,"2","48","2","1","1","1","3","1","1","2","2","2","3","2","3","3","1","1","1","2","1","1","2","2","1","2","2","3","3","2","2","2","2","2","2","1","1","1","1","1","2","2","2","1","1","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",1345,"U","2","29540","0490"
