"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","BP5_1","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"37","0100841.022","0100841.022.02","0100841","01","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",3,"1","53","1","1","1","1","3","1","1","1","1","1","1","1","1","9","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","1","1","9","2","2","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","1",6349,"U","3","00100","1380"
"38","0100841.047","0100841.047.02","0100841","02","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",3,"2","35","1","1","1","1","3","1","1","1","1","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","","2","2","2","2","2","2","2","2","2","1",2116,"U","3","00100","1380"
"39","0100841.069","0100841.069.02","0100841","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",3,"2","31","1","1","1","2","9","1","1","1","2","3","1","2","2","4","1","2","2","1","1","2","2","2","2","2","2","3","2","2","1","1","2","2","2","1","1","1","1","1","3","3","2","2","9","4","2","3","2","2","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","3","1","2","1","2","1","2","2","1","2","2","2","2","2","1",1058,"U","3","00100","1380"
"40","0100841.091","0100841.091.02","0100841","04","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",3,"2","65","1","1","3","1","3","1","1","1","1","3","1","3","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","9","1","9","1","9","","9","","2","","","3","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","2","","2","","2","2","2","2","2","2","2","2","2","4",2116,"U","3","00100","1380"
"41","0100841.114","0100841.114.02","0100841","05","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",3,"2","56","1","1","3","1","3","1","1","3","1","1","1","1","1","9","2","2","2","2","2","2","2","2","2","3","2","2","3","2","2","2","2","2","2","1","1","2","1","2","9","2","","1","","2","2","","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","9","2","","2","","2","2","2","2","2","2","2","2","2","1",3174,"U","3","00100","1380"
"42","0101047.013","0101047.013.03","0101047","04","03","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",3,"1","28","1","1","1","1","3","1","1","1","1","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","","1","2","2","2","2","2","2","2","2","2","2","1",5582,"U","3","00110","1380"
"43","0101047.035","0101047.035.02","0101047","05","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",3,"2","50","2","2","2","2","3","2","1","2","2","3","2","2","2","3","2","1","1","1","2","1","2","2","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","4","9","9","4","4","4","3","4","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",3349,"U","3","00110","1380"
"44","0101047.058","0101047.058.02","0101047","01","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",3,"2","50","2","1","1","2","3","2","1","3","3","2","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","","2","3","3","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","3","2","","2","","1","2","2","1","2","1","2","1","2","1",4465,"U","3","00110","1380"
"45","0101047.082","0101047.082.01","0101047","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",3,"2","67","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","1","2","","2","2","2","2","","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",1116,"U","3","00110","1380"
"46","0101047.107","0101047.107.01","0101047","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",3,"2","35","1","1","1","2","3","2","1","1","1","3","1","1","1","3","1","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","4","4","2","1","","4","4","2","1","","1","1","1","1","0","1","1","1","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2","1","2","2","","1","2","2","2","2","2","2","2","2","1",1116,"U","3","00110","1380"
"47","0101059.011","0101059.011.01","0101059","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"2","47","2","1","1","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","1","1","2","2","4","9","2","","","9","2","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","1","1","1","1","0","1","1","1","0","1","1","0","0","0","2","2","","2","","1","2","2","1","2","2","2","1","2","1",1184,"U","3","00120","1380"
"48","0101059.030","0101059.030.02","0101059","02","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"1","60","1","1","1","1","3","3","1","1","3","1","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","3","3","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","2","3","2","3","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",2368,"U","3","00120","1380"
"49","0101059.051","0101059.051.02","0101059","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"2","49","2","1","3","2","3","1","1","2","2","2","1","3","1","1","2","2","1","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","","2","","2","2","2","2","2","2","2","2","2","1",2368,"U","3","00120","1380"
"50","0101059.072","0101059.072.02","0101059","04","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"2","44","2","2","2","2","3","2","2","2","2","2","1","2","2","3","1","2","1","2","2","2","2","2","2","1","2","2","3","2","2","2","2","2","2","1","1","2","2","2","4","3","","","","3","9","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","1","0","1","0","0","1","1","1","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","1",2368,"U","3","00120","1380"
"51","0101059.092","0101059.092.02","0101059","05","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"1","24","1","1","1","1","9","1","1","1","1","1","1","2","1","4","1","1","1","1","2","2","2","2","1","2","2","2","2","2","2","1","2","2","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","1","0","1","0","1","0","0","0","0","0","2","1","1","1","1","2","2","2","2","2","2","2","2","2","1",3552,"U","3","00120","1380"
"52","0101091.003","0101091.003.01","0101091","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",3,"2","61","1","1","3","1","3","1","1","3","3","3","1","1","1","3","1","2","1","2","2","2","2","2","1","2","2","3","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","","1","1","1","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","1","0","1","0","1","1","1","0","1","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","3",1084,"U","3","00130","1380"
"53","0101091.049","0101091.049.01","0101091","04","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",3,"1","28","2","1","1","2","3","2","1","1","2","3","1","1","1","1","1","1","1","2","2","2","2","2","1","2","1","2","2","2","1","2","2","2","2","1","1","1","1","1","3","3","1","2","1","3","2","2","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","1","0","1","0","0","0","4","2","","1","1","2","2","2","2","2","2","2","2","2","1",2168,"U","3","00130","1380"
"54","0101091.071","0101091.071.01","0101091","05","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",3,"2","55","1","1","1","1","3","1","1","1","2","3","1","1","1","4","2","2","2","2","2","2","2","2","2","1","2","3","2","2","1","2","2","2","2","1","1","1","1","1","3","2","1","1","1","4","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","2","","2","","2","2","2","2","2","2","2","2","2","1",1084,"U","3","00130","1380"
"55","0101091.074","0101091.074.01","0101091","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",3,"1","35","2","1","1","2","3","2","2","2","2","2","2","2","1","3","1","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","3","3","1","1","1","4","4","2","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0","1","0","1","1","0","0","0","0","4","1","1","1","1","2","2","2","2","2","2","2","2","2","4",2168,"U","3","00130","1380"
"56","0101126.064","0101126.064.01","0101126","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",2,"1","36","1","1","1","1","3","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","2","1","3","2","2","","1","2","2","1","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","1","0","1","0","1","1","0","1","0","0","0","0","4","1","2","2","","2","2","2","1","2","1","2","1","2","1",1275,"U","3","00140","1380"
"57","0101126.089","0101126.089.01","0101126","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",2,"1","29","1","1","1","1","3","1","1","1","2","1","1","1","1","2","1","1","2","1","1","2","2","2","1","1","2","3","2","2","2","2","2","2","2","1","1","2","1","2","3","1","","2","","3","2","","2","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",1275,"U","3","00140","1380"
"58","0101151.012","0101151.012.02","0101151","04","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"2","54","2","1","2","1","3","2","1","2","2","2","1","2","3","3","2","1","2","2","2","2","2","2","1","1","1","3","2","2","2","2","2","2","2","1","1","1","1","1","3","2","1","1","1","3","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",3923,"U","3","00150","1380"
"59","0101151.037","0101151.037.02","0101151","05","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"1","34","2","1","1","2","3","2","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","2","1","2","2","3","2","2","2","2","2","2","2","1","1","1","1","2","2","1","3","1","","3","2","2","1","","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","3","1","2","1","1","2","2","2","2","2","2","2","2","2","3",5231,"U","3","00150","1380"
"60","0101151.062","0101151.062.01","0101151","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"2","54","2","1","2","1","3","1","1","3","2","2","1","1","1","4","1","1","1","1","1","2","2","2","1","1","2","1","2","2","2","2","2","2","2","1","1","1","1","2","3","3","9","1","","3","3","2","1","","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","1","1","1","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",2615,"U","3","00150","1380"
"61","0101151.087","0101151.087.01","0101151","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"1","35","2","1","1","2","3","2","2","2","2","3","2","2","2","4","1","1","1","1","1","1","2","2","1","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","3","2","4","1","1","4","2","2","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","3","1","1","1","1","2","2","2","1","2","2","2","1","2","1",2615,"U","3","00150","1380"
"62","0101151.112","0101151.112.04","0101151","03","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"2","31","1","1","1","1","3","1","1","2","2","3","1","1","1","1","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","3","1","2","1","2","2","2","2","2","2","2","2","2","2","1",6538,"U","3","00150","1380"
"63","0101162.009","0101162.009.01","0101162","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"1","34","1","2","1","2","3","2","1","2","2","2","1","2","1","4","2","1","1","2","1","2","2","1","1","1","1","3","2","2","1","2","1","2","1","1","1","1","1","1","4","3","2","2","1","3","2","1","2","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","1","1","0","1","0","1","1","1","1","1","1","1","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","2",2282,"U","3","00160","1380"
"64","0101162.039","0101162.039.01","0101162","02","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"2","42","1","1","3","1","3","1","1","2","2","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","4","4","2","1","","4","4","2","1","","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","3",2282,"U","3","00160","1380"
"65","0101162.065","0101162.065.01","0101162","03","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"1","67","2","1","1","1","3","1","1","3","3","1","1","2","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",4564,"U","3","00160","1380"
"66","0101162.095","0101162.095.04","0101162","04","04","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"2","49","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","4","3","1","1","1","4","3","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",4564,"U","3","00160","1380"
"67","0101162.118","0101162.118.01","0101162","05","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",1,"1","42","1","1","1","1","3","1","1","2","2","1","1","2","1","4","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","1","1","1","1","2","3","2","9","1","","3","3","2","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","1","0","1","1","0","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",2282,"U","3","00160","1380"
"68","0101182.010","0101182.010.01","0101182","01","01","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",2,"2","55","2","2","2","2","3","2","2","2","2","2","1","2","9","4","1","1","1","1","1","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","2","","","1","2","","","","3","3","","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",1099,"U","3","00170","1380"
"69","0101182.031","0101182.031.02","0101182","02","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",2,"2","32","1","1","1","1","3","1","2","2","2","2","1","1","1","3","2","1","2","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","4","2","2","3","9","4","2","2","3","9","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","3",2197,"U","3","00170","1380"
"70","0101182.054","0101182.054.02","0101182","03","02","01","Aguascalientes","001","Aguascalientes","0001","01","Aguascalientes","0221","01",0,0,"-",2,"2","25","2","1","1","2","3","2","2","2","2","2","1","2","1","3","1","1","2","1","2","2","2","2","2","2","1","3","2","2","2","2","2","2","1","1","1","1","1","1","4","3","3","3","2","4","4","4","2","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","1","1","1","0","1","0","0","0","4","2","","1","1","2","2","2","2","2","2","2","2","2","1",2197,"U","3","00170","1380"
