"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVEGEO","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","CVE_LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP4_1_1","BP4_1_2","BP4_1_3","BP4_2","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0208480.0106.04","0208480.0106.04.01","0208480","04","01","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","1","2","50","2","2","1","2","3","2","2","2","2","2","2","2","3","3","1","1","1","1","1","1","1","1","3","1","1","1","2","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","3","4","3","4","3","3","2","2","2","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","0","0","0","1","1","1","1","1","0","0","0","3","1","4","3","2","2","2672","8016","U","2","00175","0007"
"0208498.0024.51","0208498.0024.51.01","0208498","51","01","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","4","2","29","2","1","1","2","3","1","1","1","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","1","1","1","2","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","3","4","4","4","1","1","2","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","0","0","1","0","1","0","0","1","1","0","0","0","3","2","3","3","3","2","2804","5609","U","2","00176","0007"
"0208498.0049.52","0208498.0049.52.01","0208498","52","01","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","4","1","63","1","1","1","2","3","1","1","1","3","3","2","1","1","1","1","2","1","2","2","1","2","2","2","2","1","1","2","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","2","4","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","2","1","1","2","2","1","2804","11218","U","2","00176","0007"
"0208498.0073.53","0208498.0073.53.02","0208498","53","02","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","4","1","55","2","2","1","2","3","2","2","2","2","2","1","2","2","4","1","2","1","1","1","1","2","2","2","2","2","2","2","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","1","4","4","4","4","4","4","4","4","","","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","1","0","1","0","1","1","0","1","1","0","0","0","4","2","4","4","4","2","2804","5609","U","2","00176","0007"
"0208498.0097.54","0208498.0097.54.01","0208498","54","01","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","4","1","59","1","1","2","2","3","1","1","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","1","2","2","2","2","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","1","1","1","1","1","2","2","1","4","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","1","0","1","1","1","1","1","0","0","0","2","1","1","2","1","2","2804","5609","U","2","00176","0007"
"0208498.0124.55","0208498.0124.55.01","0208498","55","01","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","4","1","41","1","1","2","2","3","1","1","2","2","3","2","2","3","3","1","1","1","2","1","1","2","1","1","1","2","1","2","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","2","2","4","4","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","2","2","2","2","3","2","2804","8413","U","2","00176","0007"
"0208565.0016.05","0208565.0016.05.03","0208565","05","03","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","2","1","21","2","1","3","2","2","2","2","3","2","2","2","3","2","3","1","1","1","2","1","1","2","2","1","2","2","1","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","4","4","4","4","3","3","2","3","9","9","9","9","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","1","0","1","0","1","1","1","1","1","0","0","0","4","1","4","4","4","1","2248","6743","U","4","00177","0008"
"0208565.0038.04","0208565.0038.04.03","0208565","04","03","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","2","2","22","2","1","1","1","3","1","2","1","2","1","2","3","2","4","1","1","1","2","1","2","2","2","1","2","2","1","2","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","1","1","1","1","1","3","3","2","3","2","2","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","0","0","2","1","3","3","3","2","2248","8991","U","4","00177","0008"
"0208565.0077.02","0208565.0077.02.01","0208565","02","01","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","2","1","32","2","2","1","2","3","2","2","2","2","2","1","2","2","4","1","1","1","1","2","1","2","2","2","2","1","3","2","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","2","1","2","2","2","2","2","2","2","2","","","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","1","1","0","1","1","0","0","0","3","2","2","2","2","2","2248","2248","U","4","00177","0008"
"0208565.0102.03","0208565.0102.03.01","0208565","03","01","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","2","1","37","1","1","1","1","3","2","2","2","3","3","1","2","2","4","1","1","1","1","1","1","1","1","2","2","2","2","2","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","4","4","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","2","1","2","1","1","2","2248","4496","U","4","00177","0008"
"0208616.0062.02","0208616.0062.02.03","0208616","02","03","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","3","1","51","2","1","2","2","3","3","3","3","3","2","2","2","3","4","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","2","2","4","4","4","4","4","4","4","4","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","4","2","4","4","4","2","2635","10541","U","3","00178","0009"
"0208616.0127.04","0208616.0127.04.01","0208616","04","01","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","3","1","65","2","1","1","1","3","1","1","1","2","3","2","2","1","2","1","1","1","2","1","1","2","2","1","3","1","3","2","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","3","2","2","2","1","2","1","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","1","1","1","0","0","0","2","1","3","3","3","2","2635","7906","U","3","00178","0009"
"0208781.0052.52","0208781.0052.52.01","0208781","52","01","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","4","1","83","2","1","3","1","3","1","1","1","1","3","1","1","3","3","1","1","2","2","1","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","1","1","1","2","1","3","3","3","3","2","2","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3","2","2","4","4","2","2440","2440","U","2","00179","0007"
"0208781.0077.53","0208781.0077.53.01","0208781","53","01","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","4","2","56","1","1","1","2","3","1","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","2","2","3","2","1","2","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","3","2","3","3","3","3","2","2","3","3","4","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","1","0","1","0","1","0","0","0","3","1","3","4","3","2","2440","4879","U","2","00179","0007"
"0208781.0103.54","0208781.0103.54.01","0208781","54","01","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","4","2","39","2","1","1","2","1","2","2","2","2","2","2","2","2","4","2","1","1","1","1","1","2","1","1","1","2","1","2","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","3","2","3","2","2","2","2","2","2","2","2","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","3","2","4","4","4","1","2440","4879","U","2","00179","0007"
"0208781.0129.55","0208781.0129.55.01","0208781","55","01","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","4","1","69","2","1","3","2","3","1","1","2","2","2","1","2","3","3","1","1","2","1","1","1","2","2","1","1","2","1","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","2","2","3","3","2","3","2","2","2","2","","","","","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","3","2","2","3","4","2","2440","7319","U","2","00179","0007"
"0209520.0003.01","0209520.0003.01.02","0209520","01","02","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","1","2","29","1","1","1","2","3","1","1","1","2","3","1","1","1","3","1","1","1","2","2","1","2","2","2","1","2","2","2","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","2","3","3","4","3","4","2","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","0","0","1","0","1","0","0","4","1","2","4","2","2","1722","3443","U","4","00180","0008"
"0209520.0023.02","0209520.0023.02.02","0209520","02","02","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","1","2","36","2","1","3","2","3","2","2","2","2","2","1","1","2","4","1","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","2","2","2","4","3","4","3","4","2","4","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","3","1","2","2","2","2","1722","3443","U","4","00180","0008"
"0209520.0042.03","0209520.0042.03.01","0209520","03","01","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","1","2","34","2","2","1","2","3","1","1","2","2","3","2","1","1","3","1","2","1","2","2","1","2","2","1","1","2","1","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","2","1","1","1","2","3","4","","","4","2","4","2","2","2","","","1","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","0","1","0","1","0","1","0","0","0","0","0","3","2","3","2","2","1","1722","1722","U","4","00180","0008"
"0209520.0060.04","0209520.0060.04.01","0209520","04","01","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","1","1","45","2","1","1","2","3","1","1","1","2","3","1","2","3","3","2","2","2","2","2","2","2","2","1","3","2","3","2","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","2","3","2","2","2","1","1","1","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","1","0","1","0","1","0","1","0","0","0","3","2","2","3","3","2","1722","1722","U","4","00180","0008"
"0209520.0078.05","0209520.0078.05.03","0209520","05","03","020040001","02","BAJA CALIFORNIA","004","TIJUANA","0001","03","TIJUANA","0126","01","0","0","-","1","2","19","2","1","2","2","1","1","1","1","3","3","3","3","3","4","1","2","2","2","2","2","2","2","2","3","3","3","2","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","2","2","1","2","2","9","3","","","","","1","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","4","2","4","4","4","2","1722","5165","U","4","00180","0008"
"0300395.0032.02","0300395.0032.02.02","0300395","02","02","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","2","2","41","1","1","1","2","3","1","1","2","2","1","1","1","2","3","1","1","1","2","2","2","2","2","1","1","1","1","3","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2","2","3","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","3","2","2","2","2","1","394","787","U","4","00181","0011"
"0300395.0064.03","0300395.0064.03.01","0300395","03","01","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","2","2","59","2","1","1","2","3","2","2","2","2","3","2","2","2","3","2","2","2","2","2","1","2","2","2","2","2","2","3","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","0","1","1","0","1","1","0","0","0","4","2","4","4","4","2","394","394","U","4","00181","0011"
"0300395.0092.05","0300395.0092.05.02","0300395","05","02","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","2","1","40","2","1","1","1","3","1","1","1","1","3","1","1","3","4","2","1","1","2","1","1","2","2","1","2","2","2","3","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","1","1","1","1","1","0","0","0","3","2","4","3","3","2","394","1574","U","4","00181","0011"
"0300395.0148.01","0300395.0148.01.02","0300395","01","02","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","2","2","31","1","1","1","2","3","1","1","1","1","3","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","1","1","1","1","1","0","0","0","3","2","3","3","3","2","394","787","U","4","00181","0011"
"0300395.0155.04","0300395.0155.04.02","0300395","04","02","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","2","1","26","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2","2","2","2","2","2","394","1181","U","4","00181","0011"
"0300396.0027.04","0300396.0027.04.04","0300396","04","04","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","1","2","18","1","1","1","1","1","1","1","1","1","3","1","1","1","4","2","2","2","1","2","1","2","2","1","1","1","3","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","2","3","2","3","2","3","2","3","2","4","2","3","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","3","2","4","4","4","2","398","1593","U","4","00182","0011"
"0300396.0062.05","0300396.0062.05.01","0300396","05","01","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","1","1","45","2","1","1","2","3","2","2","2","2","2","2","2","3","3","1","1","1","2","2","2","2","2","2","2","2","2","3","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","1","0","1","1","1","0","1","0","0","0","4","2","2","2","2","2","398","1195","U","4","00182","0011"
"0300396.0116.03","0300396.0116.03.02","0300396","03","02","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","1","2","46","1","1","3","1","3","1","1","1","1","3","1","1","1","4","2","2","2","2","2","2","2","2","2","2","2","3","3","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","2","1","2","2","2","2","2","3","2","2","","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","3","2","3","3","3","2","398","1593","U","4","00182","0011"
"0300396.0161.02","0300396.0161.02.02","0300396","02","02","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","1","2","34","2","1","1","2","3","3","1","1","2","3","1","1","2","4","2","2","2","2","2","2","2","2","2","1","2","2","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","3","3","4","4","2","2","1","1","2","1","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","1","0","1","1","1","0","1","0","0","0","4","2","4","4","4","2","398","796","U","4","00182","0011"
"0300396.0176.01","0300396.0176.01.01","0300396","01","01","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","1","1","33","2","1","2","2","3","2","2","1","2","3","2","2","2","3","1","1","2","1","1","1","2","2","1","1","1","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","2","1","4","4","4","4","4","4","4","4","","","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","4","2","4","4","4","1","398","796","U","4","00182","0011"
"0300401.0004.51","0300401.0004.51.02","0300401","51","02","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","5","2","43","2","1","1","2","3","2","2","2","2","3","2","2","2","4","2","2","2","2","2","2","2","2","1","1","1","1","3","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","1","1","1","4","4","4","4","4","4","4","4","2","2","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","4","1","4","4","4","2","188","376","U","4","00183","0011"
"0300401.0040.54","0300401.0040.54.02","0300401","54","02","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","5","1","49","1","1","1","1","3","1","1","1","1","3","1","1","1","2","2","2","2","2","2","1","2","2","2","1","2","2","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2","1","2","2","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","2","2","3","3","3","2","188","376","U","4","00183","0011"
"0300401.0052.55","0300401.0052.55.01","0300401","55","01","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","5","1","30","2","1","1","2","3","3","1","2","2","3","1","2","3","4","2","2","2","2","2","1","2","2","2","2","2","2","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","2","3","2","3","2","2","1","2","2","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","1","0","1","1","1","1","1","0","0","0","3","1","3","4","4","2","188","376","U","4","00183","0011"
"0300408.0018.55","0300408.0018.55.01","0300408","55","01","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","4","2","36","2","2","2","2","3","3","2","2","2","2","2","2","3","4","2","1","1","2","1","1","2","2","2","1","2","1","3","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","3","4","3","4","3","4","4","4","9","9","3","3","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","0","0","0","4","1","4","4","4","1","415","415","U","4","00184","0011"
"0300408.0037.54","0300408.0037.54.02","0300408","54","02","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","4","2","48","2","2","1","1","3","3","1","1","3","3","1","2","2","1","1","1","2","2","1","1","2","2","2","1","2","1","3","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","1","1","2","3","2","3","1","2","2","2","2","2","2","2","1","1","0","1","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","0","3","1","3","3","4","1","415","831","U","4","00184","0011"
"0300408.0053.51","0300408.0053.51.01","0300408","51","01","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","4","2","49","2","2","2","2","3","2","2","2","2","3","2","2","2","4","1","1","1","2","2","2","2","2","1","1","1","1","3","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","2","2","1","4","4","4","4","3","4","","","","","3","4","1","1","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","0","0","4","1","4","4","4","2","415","415","U","4","00184","0011"
"0300408.0076.52","0300408.0076.52.01","0300408","52","01","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","4","2","38","1","1","1","1","3","1","1","2","2","3","1","1","1","4","2","1","2","2","1","1","2","2","1","2","2","1","3","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","1","1","1","2","1","2","2","2","2","1","1","2","1","","","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","2","1","2","2","2","2","415","831","U","4","00184","0011"
"0300408.0100.53","0300408.0100.53.02","0300408","53","02","030030001","03","BAJA CALIFORNIA SUR","003","LA PAZ","0001","04","LA PAZ","0126","01","0","0","-","4","2","50","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","1","1","1","1","1","1","3","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","3","3","2","3","3","3","3","3","3","3","3","3","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","4","2","4","4","4","1","415","831","U","4","00184","0011"
