"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVEGEO","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","CVE_LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_6_7","BP1_6_8","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0916120.0059.52","0916120.0059.52.01","0916120","52","01","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","4","2","62","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","3","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","","","1","1","1","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","425","425","U","2","01641","1623"
"0916120.0081.53","0916120.0081.53.02","0916120","53","02","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","1","-","4","2","76","1","1","3","3","3","1","3","3","3","3","1","1","3","1","1","2","1","2","2","2","2","2","2","3","3","2","3","2","2","2","2","2","2","2","2","3","2","1","1","1","1","","","","","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","3","1","2","","2","","2","2","2","2","2","2","2","2","2","425","850","U","2","01641","1623"
"0916138.0022.03","0916138.0022.03.01","0916138","03","01","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","2","36","1","2","2","2","3","2","1","2","2","2","2","2","1","4","1","1","1","1","1","1","1","1","1","2","1","2","3","2","2","2","2","2","2","2","2","3","2","1","1","1","1","","","","","3","3","2","2","2","2","1","1","1","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","0","3","2","2","","2","","2","2","1","1","2","2","2","2","2","463","1388","U","2","01635","1623"
"0916138.0046.04","0916138.0046.04.01","0916138","04","01","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","1","45","2","1","1","2","3","2","1","2","2","2","1","2","2","3","1","1","1","1","2","1","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","3","1","2","2","2","2","","","3","2","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","463","925","U","2","01635","1623"
"0916138.0066.01","0916138.0066.01.02","0916138","01","02","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","1","47","2","1","1","1","3","1","1","1","1","3","3","1","1","2","2","1","1","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","3","1","1","1","1","1","","","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","463","1388","U","2","01635","1623"
"0916138.0089.02","0916138.0089.02.01","0916138","02","01","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","1","62","2","2","1","2","3","3","1","2","2","3","1","2","3","4","1","1","1","1","1","1","2","2","1","1","2","1","3","2","2","2","1","2","2","2","2","3","2","1","1","2","1","","","","","1","2","1","2","","","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","1","0","1","0","1","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","463","925","U","2","01635","1623"
"0916138.0113.05","0916138.0113.05.01","0916138","05","01","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","1","35","2","1","1","2","3","1","1","1","2","1","1","2","3","1","1","1","1","2","1","1","2","2","1","1","2","3","3","2","2","2","2","2","2","2","2","3","2","2","1","2","1","","","","","","","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","1","0","1","0","1","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","463","925","U","2","01635","1623"
"0916142.0009.55","0916142.0009.55.02","0916142","55","02","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","3","2","42","2","1","3","2","3","2","2","2","2","2","1","2","2","4","2","1","1","2","1","2","2","2","1","1","1","1","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","","","2","4","2","2","3","3","3","3","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","3","2","2","","2","","2","2","2","1","2","2","2","2","2","460","920","U","2","01636","1623"
"0916142.0015.54","0916142.0015.54.05","0916142","54","05","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","3","2","23","2","1","3","2","3","2","1","2","2","2","1","2","2","3","1","1","2","1","2","1","2","2","2","1","2","1","3","1","1","2","2","2","1","2","2","3","1","1","1","2","1","","","3","4","3","2","3","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","1","0","1","0","1","1","1","0","1","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","460","2299","U","2","01636","1623"
"0916142.0034.53","0916142.0034.53.05","0916142","53","05","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","3","2","19","2","1","3","2","1","2","1","1","2","9","1","1","2","4","1","1","1","2","1","1","2","1","2","1","2","2","3","2","1","2","2","2","2","2","2","3","1","1","1","2","1","","","3","2","3","2","3","4","","","9","9","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","0","4","2","1","2","2","","1","2","2","2","2","1","2","2","2","460","2299","U","2","01636","1623"
"0916142.0049.52","0916142.0049.52.03","0916142","52","03","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","3","1","51","2","1","1","2","3","2","1","1","1","2","1","1","2","4","2","1","1","2","2","1","2","2","2","2","2","3","3","2","2","2","2","2","2","2","2","3","2","1","1","2","2","","","","","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","460","1379","U","2","01636","1623"
"0916142.0087.51","0916142.0087.51.01","0916142","51","01","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","3","1","69","1","1","1","2","3","1","3","2","1","3","1","1","3","9","2","1","2","2","2","1","2","2","2","2","2","1","3","2","2","2","2","2","2","2","2","3","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","2","2","","2","","2","2","2","2","2","2","2","2","2","460","920","U","2","01636","1623"
"0916143.0007.51","0916143.0007.51.09","0916143","51","09","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","1","-","5","2","34","2","1","1","2","3","2","2","2","2","2","2","2","2","4","2","1","1","2","1","1","2","2","1","1","1","2","3","2","2","2","1","2","2","2","2","3","2","1","1","1","1","","","","","1","2","2","2","2","2","2","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0","0","4","2","1","1","1","1","1","2","2","2","2","1","2","1","2","474","1898","U","3","01666","1647"
"0916143.0024.52","0916143.0024.52.01","0916143","52","01","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","5","1","52","1","1","1","2","3","2","1","1","2","2","1","1","1","9","2","1","2","2","2","2","2","1","2","2","2","3","3","2","1","2","2","2","2","2","2","3","1","1","1","1","1","","","3","3","3","2","3","2","3","2","2","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","474","1898","U","3","01666","1647"
"0916143.0042.53","0916143.0042.53.02","0916143","53","02","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","5","2","44","1","2","1","2","3","2","1","1","2","2","1","1","2","3","2","1","2","2","1","2","2","2","1","1","1","2","3","2","2","2","1","2","2","2","2","3","1","1","1","1","1","","","3","3","3","3","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","474","1423","U","3","01666","1647"
"0916143.0061.54","0916143.0061.54.02","0916143","54","02","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","5","2","72","2","1","3","2","3","1","2","2","3","1","1","1","3","3","2","1","2","2","2","2","2","2","3","9","2","3","3","2","2","2","2","2","2","2","2","3","2","1","1","2","2","","","","","2","1","1","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","2","","2","","2","2","2","2","2","2","2","2","2","474","949","U","3","01666","1647"
"0916156.0035.01","0916156.0035.01.03","0916156","01","03","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","2","21","2","1","1","2","3","2","1","1","2","2","1","2","1","3","1","1","1","2","2","2","2","2","1","2","2","3","3","2","2","2","2","2","2","1","2","3","1","1","1","2","1","","","2","2","2","2","1","2","","","1","2","1","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","0","0","1","0","0","1","1","0","0","0","3","1","2","","2","","1","2","2","2","2","2","2","2","2","450","1350","U","2","01637","1623"
"0916156.0076.02","0916156.0076.02.01","0916156","02","01","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","2","46","2","1","2","2","3","1","2","2","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","2","3","3","2","1","2","2","2","2","2","2","3","2","1","1","2","2","","","","","2","2","2","1","","","","","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","1","0","0","0","4","1","2","","2","","2","2","2","2","2","2","2","2","2","450","450","U","2","01637","1623"
"0916156.0116.03","0916156.0116.03.04","0916156","03","04","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","1","20","1","2","1","2","1","1","1","1","2","2","1","1","1","1","1","1","1","2","1","1","2","2","1","2","2","3","3","2","2","2","1","2","1","2","2","3","1","1","1","2","1","","","3","3","2","2","2","1","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","0","1","0","0","0","1","0","1","1","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","450","2701","U","2","01637","1623"
"0916156.0156.04","0916156.0156.04.03","0916156","04","03","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","2","26","2","2","1","1","3","2","1","1","1","1","1","1","2","4","1","1","2","2","1","1","1","1","2","2","2","2","3","1","2","1","2","2","2","2","2","3","1","2","2","2","2","","","4","3","","","","","","","","","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","0","0","0","4","1","1","2","2","","2","2","2","2","2","2","2","2","2","450","1800","U","2","01637","1623"
"0916156.0199.05","0916156.0199.05.02","0916156","05","02","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","2","31","2","1","1","2","3","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","2","1","2","2","2","3","3","2","2","1","2","2","2","1","2","3","1","1","1","1","1","","","2","3","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","0","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","0","1","0","1","1","1","1","0","0","0","0","1","1","1","1","2","","1","2","2","2","2","1","2","2","2","450","900","U","2","01637","1623"
"0916178.0036.52","0916178.0036.52.02","0916178","52","02","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","4","2","41","1","1","1","1","3","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","3","1","2","","2","","2","2","2","2","2","2","2","2","2","475","951","U","3","01665","1647"
"0916178.0065.53","0916178.0065.53.02","0916178","53","02","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","4","1","67","1","1","1","1","3","2","2","2","2","2","1","2","2","4","2","1","2","2","1","2","2","2","2","2","1","3","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","","","2","3","3","3","3","3","1","1","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","475","951","U","3","01665","1647"
"0916178.0084.55","0916178.0084.55.02","0916178","55","02","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","4","2","69","2","1","3","2","3","2","3","2","2","3","2","2","2","4","2","1","1","1","1","1","2","1","1","1","2","3","3","2","2","2","2","2","2","2","2","3","2","1","2","2","2","","","","","1","1","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","475","3328","U","3","01665","1647"
"0916178.0085.51","0916178.0085.51.03","0916178","51","03","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","4","2","50","2","1","1","2","3","2","1","2","2","2","2","2","2","3","1","1","1","1","1","2","2","1","1","1","2","1","3","2","1","2","2","1","2","2","2","3","2","1","1","1","1","","","","","3","3","2","2","2","2","2","2","1","0","1","1","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0","1","1","1","0","0","0","0","0","3","2","1","2","2","","2","2","2","2","2","2","2","2","2","475","1426","U","3","01665","1647"
"0916178.0093.54","0916178.0093.54.02","0916178","54","02","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","4","2","73","1","1","3","2","3","2","2","2","2","2","2","2","2","3","2","1","2","2","2","2","2","1","1","2","2","3","3","2","1","2","2","2","2","2","2","3","2","1","1","2","1","","","","","9","9","9","9","","","9","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","475","1426","U","3","01665","1647"
"0916193.0008.55","0916193.0008.55.03","0916193","55","03","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","3","2","36","2","1","3","1","3","2","1","1","1","2","1","2","2","3","2","1","2","2","2","1","2","1","2","2","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","2","1","","","3","2","2","1","1","1","","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","423","1270","U","2","01642","1623"
"0916193.0029.53","0916193.0029.53.01","0916193","53","01","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","3","1","42","1","1","1","1","3","1","1","2","2","2","2","2","2","4","1","1","1","2","1","2","2","1","2","2","2","3","3","2","2","2","2","2","1","2","1","3","1","1","1","2","1","","","3","3","3","3","3","2","","","3","3","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","0","0","4","2","1","2","2","","2","2","2","2","2","2","2","2","2","423","423","U","2","01642","1623"
"0916193.0050.54","0916193.0050.54.01","0916193","54","01","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","3","2","72","2","1","1","1","3","3","3","1","3","1","3","1","3","3","2","1","2","2","9","2","2","1","2","2","2","3","3","2","2","2","2","2","2","2","2","3","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","423","847","U","2","01642","1623"
"0916193.0082.51","0916193.0082.51.02","0916193","51","02","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","3","2","41","1","1","2","1","3","1","1","3","3","2","1","1","1","3","2","1","2","2","2","2","2","2","2","2","2","3","3","2","2","2","2","2","2","2","2","3","1","1","2","2","1","","","2","3","2","2","","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","423","1270","U","2","01642","1623"
"0916193.0103.52","0916193.0103.52.02","0916193","52","02","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","3","2","55","2","1","1","2","3","2","2","2","2","2","1","1","3","4","1","1","1","2","1","2","1","1","2","2","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","2","2","","","2","2","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","423","847","U","2","01642","1623"
"0916224.0009.01","0916224.0009.01.01","0916224","01","01","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","1","46","2","1","1","2","3","2","1","1","3","3","2","3","2","3","1","1","1","2","1","1","2","1","1","2","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","","","2","2","2","2","2","2","9","9","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","1","0","1","0","0","0","1","1","1","1","1","0","0","0","3","2","2","","1","2","2","2","2","2","2","2","2","2","2","366","733","U","2","01646","1623"
"0916224.0030.02","0916224.0030.02.03","0916224","02","03","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","2","26","2","1","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","2","2","1","1","1","1","3","2","1","2","1","2","2","1","2","3","1","1","1","1","1","","","4","4","4","4","3","3","3","3","3","3","1","1","1","1","0","1","1","0","1","1","1","0","1","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","4","2","2","","2","","1","2","2","2","2","2","2","2","2","366","1465","U","2","01646","1623"
"0916224.0048.05","0916224.0048.05.03","0916224","05","03","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","1","34","2","1","1","1","3","2","2","3","9","9","9","9","9","4","2","1","2","2","1","2","2","1","2","1","2","3","3","2","2","2","2","2","2","1","2","3","1","1","1","2","1","","","3","3","9","9","9","9","","","9","9","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","4","2","1","2","2","","2","2","2","2","2","2","2","2","2","366","1465","U","2","01646","1623"
"0916224.0057.04","0916224.0057.04.01","0916224","04","01","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","1","37","2","1","1","2","3","2","1","1","2","2","1","1","1","3","2","1","2","2","1","1","2","1","1","1","2","1","2","2","2","2","2","2","2","2","2","3","1","1","1","1","1","","","3","3","2","2","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","366","733","U","2","01646","1623"
"0916224.0086.03","0916224.0086.03.02","0916224","03","02","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","1","2","34","1","1","1","2","3","2","1","2","2","1","1","1","2","1","2","1","2","2","1","1","2","1","2","2","2","3","3","2","2","2","2","2","2","2","1","3","1","1","1","2","1","","","3","2","2","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","1","1","1","1","0","1","1","1","0","0","0","3","1","1","2","2","","2","2","2","2","2","2","2","2","2","366","733","U","2","01646","1623"
"0916226.0021.02","0916226.0021.02.05","0916226","02","05","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","2","1","28","1","1","1","2","3","2","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","","","2","2","2","2","2","2","3","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","0","1","0","0","1","1","0","0","0","1","1","2","","2","","2","2","2","2","2","2","2","2","2","482","2889","U","2","01631","1623"
"0916226.0048.04","0916226.0048.04.01","0916226","04","01","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","2","2","74","2","1","3","2","3","1","1","1","3","2","1","2","2","3","1","1","1","1","1","1","2","2","1","1","1","3","3","2","2","2","2","2","2","2","2","3","2","1","1","2","1","","","","","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","3","2","2","","2","","2","2","2","9","2","2","2","2","2","482","963","U","2","01631","1623"
"0916226.0069.05","0916226.0069.05.02","0916226","05","02","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","2","2","53","1","1","1","1","3","1","1","3","3","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","2","2","3","2","1","1","1","1","","","","","3","3","2","2","3","2","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","482","963","U","2","01631","1623"
"0916226.0095.03","0916226.0095.03.03","0916226","03","03","090130001","09","CIUDAD DE MEXICO","013","XOCHIMILCO","0001","82","XOCHIMILCO","0425","01","0","0","-","2","2","70","2","2","1","1","3","1","1","3","3","1","1","1","1","2","1","2","1","2","1","2","2","2","3","1","2","2","3","2","2","2","2","2","2","9","9","3","1","1","1","2","1","","","1","1","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","1","0","0","1","0","1","0","0","0","0","0","3","1","2","","2","","2","2","2","2","2","9","2","2","2","482","1926","U","2","01631","1623"
